"rep_id","condition","init","percent_bias","where_bias","level_bias","who_biased","size_net","mean_cond","std_cond"
20,"6",0,20,7,"highest","degree",150,0.064460932547707,0.00198346725502111
20,"7",0,20,7,"highest","degree",150,0.327333104515033,0.00314052655202556
20,"8",0,20,7,"highest","degree",150,0.0992415921224867,0.00241411003284919
20,"9",0,20,7,"highest","degree",150,0.0734664690343688,0.00210570098624291
21,"1",0,20,7,"highest","degree",150,0.0568658305549922,0.00198167005415715
21,"10",0,20,7,"highest","degree",150,0.0723885866679226,0.00170173354376964
21,"2",0,20,7,"highest","degree",150,0.0765950625480862,0.00215570481260676
21,"3",0,20,7,"highest","degree",150,0.08121213001351,0.00224980934956274
21,"4",0,20,7,"highest","degree",150,0.0930106213349932,0.00202506298500807
21,"5",0,20,7,"highest","degree",150,0.0659825347330772,0.00211821328356158
21,"6",0,20,7,"highest","degree",150,0.0874568579532936,0.00156397914227792
21,"7",0,20,7,"highest","degree",150,0.336239820092355,0.00364119915194982
21,"8",0,20,7,"highest","degree",150,0.0825388427215987,0.00178473961227727
21,"9",0,20,7,"highest","degree",150,0.0477097133801716,0.00145634630532766
22,"1",0,20,7,"highest","degree",150,0.0770613013576086,0.00165096253315547
22,"10",0,20,7,"highest","degree",150,0.0810722333292591,0.00229696766810906
22,"2",0,20,7,"highest","degree",150,0.116526979921751,0.00286591822710389
22,"3",0,20,7,"highest","degree",150,0.0840254181779803,0.00209397182467912
22,"4",0,20,7,"highest","degree",150,0.0653752010755508,0.00197162576843624
22,"5",0,20,7,"highest","degree",150,0.0820009099649622,0.0022143175995681
22,"6",0,20,7,"highest","degree",150,0.0898082547700349,0.00298539062739996
22,"7",0,20,7,"highest","degree",150,0.25895451798196,0.00416343339185378
22,"8",0,20,7,"highest","degree",150,0.0776807241827263,0.00212940151453772
22,"9",0,20,7,"highest","degree",150,0.0674944592381667,0.00214172281935818
23,"1",0,20,7,"highest","degree",150,0.0617914471249727,0.0019665045970988
23,"10",0,20,7,"highest","degree",150,0.0821577608482422,0.00201139213639651
23,"2",0,20,7,"highest","degree",150,0.0569670222462738,0.0018845276519091
23,"3",0,20,7,"highest","degree",150,0.0845604673801432,0.00204769023536984
23,"4",0,20,7,"highest","degree",150,0.0704847011389437,0.00191018131555504
23,"5",0,20,7,"highest","degree",150,0.0915686708984722,0.00256376450886846
23,"6",0,20,7,"highest","degree",150,0.0713317692759732,0.00154633916298877
23,"7",0,20,7,"highest","degree",150,0.298497012010554,0.00430318051576273
23,"8",0,20,7,"highest","degree",150,0.114991284937262,0.00298489586648582
23,"9",0,20,7,"highest","degree",150,0.0676498641391629,0.00225129677359451
24,"1",0,20,7,"highest","degree",150,0.0751834266521018,0.00232346574624904
24,"10",0,20,7,"highest","degree",150,0.112485390844966,0.00273116241404926
24,"2",0,20,7,"highest","degree",150,0.0660566079244255,0.00142947881130115
24,"3",0,20,7,"highest","degree",150,0.0895997776569797,0.00244393484089768
24,"4",0,20,7,"highest","degree",150,0.0829026531133853,0.00234239426392741
24,"5",0,20,7,"highest","degree",150,0.0706872770936909,0.00186314164865124
24,"6",0,20,7,"highest","degree",150,0.0922587686973312,0.00231640733976573
24,"7",0,20,7,"highest","degree",150,0.250819274731353,0.00416853452931906
24,"8",0,20,7,"highest","degree",150,0.0840324217565112,0.00215688912082547
24,"9",0,20,7,"highest","degree",150,0.075974401529256,0.00219659132857412
25,"1",0,20,7,"highest","degree",150,0.0641433993194982,0.00156103932379244
25,"10",0,20,7,"highest","degree",150,0.0377087429776167,0.00145789627733333
25,"2",0,20,7,"highest","degree",150,0.118272622908508,0.00250672521571943
25,"3",0,20,7,"highest","degree",150,0.086458562640181,0.00240293184658662
25,"4",0,20,7,"highest","degree",150,0.0964729054583508,0.00228968693554618
25,"5",0,20,7,"highest","degree",150,0.0743162865911011,0.00211205514443602
25,"6",0,20,7,"highest","degree",150,0.0727088555676743,0.00294190381475361
25,"7",0,20,7,"highest","degree",150,0.29584695006403,0.00336879375596609
25,"8",0,20,7,"highest","degree",150,0.0954907969089085,0.0024342158784958
25,"9",0,20,7,"highest","degree",150,0.0585808775641311,0.00149977316841325
26,"1",0,20,7,"highest","degree",150,0.0795447948882105,0.00262603530848152
26,"10",0,20,7,"highest","degree",150,0.0807552399762308,0.00248847845184581
26,"2",0,20,7,"highest","degree",150,0.040954411235174,0.00147288642807042
26,"3",0,20,7,"highest","degree",150,0.092855392880192,0.00220466631601347
26,"4",0,20,7,"highest","degree",150,0.0598765938670229,0.00224650216213095
26,"5",0,20,7,"highest","degree",150,0.0791086659826721,0.00187238247004358
26,"6",0,20,7,"highest","degree",150,0.0734975976448644,0.00178030170498616
26,"7",0,20,7,"highest","degree",150,0.31980871473956,0.00467348827188481
26,"8",0,20,7,"highest","degree",150,0.0934518655412952,0.00215795515570362
26,"9",0,20,7,"highest","degree",150,0.0801467232447783,0.00244662656046432
27,"1",0,20,7,"highest","degree",150,0.0919664402309403,0.00159978168257089
27,"10",0,20,7,"highest","degree",150,0.0723704423866579,0.00199172097626457
27,"2",0,20,7,"highest","degree",150,0.0705373842393847,0.00155205063787816
27,"3",0,20,7,"highest","degree",150,0.0641913797076858,0.00195694659889733
27,"4",0,20,7,"highest","degree",150,0.0877484646418688,0.00217910154276654
27,"5",0,20,7,"highest","degree",150,0.0901431830751229,0.00219182118757176
27,"6",0,20,7,"highest","degree",150,0.105260733105718,0.00281096485044247
27,"7",0,20,7,"highest","degree",150,0.298125527864496,0.00421944473188284
27,"8",0,20,7,"highest","degree",150,0.0581921293392263,0.00155400309101371
27,"9",0,20,7,"highest","degree",150,0.0614643154088992,0.00155065692089405
28,"1",0,20,7,"highest","degree",150,0.0718192359672885,0.00179432383963917
28,"10",0,20,7,"highest","degree",150,0.0780052667309574,0.00212399903587764
28,"2",0,20,7,"highest","degree",150,0.0645924475914603,0.00205501052871754
28,"3",0,20,7,"highest","degree",150,0.0993245705012978,0.00233491740717734
28,"4",0,20,7,"highest","degree",150,0.0488381437109589,0.00173567045013001
28,"5",0,20,7,"highest","degree",150,0.0814971641096771,0.00200155105423308
28,"6",0,20,7,"highest","degree",150,0.0823954952745295,0.00200474387203844
28,"7",0,20,7,"highest","degree",150,0.285678717242677,0.00408552164326037
28,"8",0,20,7,"highest","degree",150,0.0938653749754911,0.00200875537028223
28,"9",0,20,7,"highest","degree",150,0.0939835838956621,0.00206549527289827
29,"1",0,20,7,"highest","degree",150,0.0790078181442412,0.00217055407117646
29,"10",0,20,7,"highest","degree",150,0.0546671065994805,0.00215845979173866
29,"2",0,20,7,"highest","degree",150,0.0777947792529017,0.00214984488732089
29,"3",0,20,7,"highest","degree",150,0.102954252871769,0.00278307907733259
29,"4",0,20,7,"highest","degree",150,0.0869990195402118,0.00191919071592305
29,"5",0,20,7,"highest","degree",150,0.0684005884768616,0.00176454878362813
29,"6",0,20,7,"highest","degree",150,0.0726609053775993,0.00188826784635286
29,"7",0,20,7,"highest","degree",150,0.288510019120298,0.00363228579760681
29,"8",0,20,7,"highest","degree",150,0.0946109154473594,0.00222373641506311
29,"9",0,20,7,"highest","degree",150,0.0743945951692769,0.00232391487233139
30,"1",0,20,7,"highest","degree",150,0.04167001367239,0.00173692542554128
30,"10",0,20,7,"highest","degree",150,0.0994542878345079,0.00214767822297964
30,"2",0,20,7,"highest","degree",150,0.0711394835442954,0.00181261639690486
30,"3",0,20,7,"highest","degree",150,0.0948917719141307,0.00233430583146686
30,"4",0,20,7,"highest","degree",150,0.0806599470668214,0.00289297212887674
30,"5",0,20,7,"highest","degree",150,0.0739802981018662,0.00207174482124946
30,"6",0,20,7,"highest","degree",150,0.0581726642097662,0.00200800358828486
30,"7",0,20,7,"highest","degree",150,0.281927269154879,0.00423570068609098
30,"8",0,20,7,"highest","degree",150,0.0792076302867245,0.00192510173875642
30,"9",0,20,7,"highest","degree",150,0.118896634214619,0.00202383747477088
31,"1",0,20,7,"highest","degree",150,0.0677467210589481,0.00230906752141025
31,"10",0,20,7,"highest","degree",150,0.0614567299759077,0.00165057107874146
31,"2",0,20,7,"highest","degree",150,0.0867988596208854,0.00239377725386362
31,"3",0,20,7,"highest","degree",150,0.0803518469349409,0.00246083400151394
31,"4",0,20,7,"highest","degree",150,0.0720245749013482,0.00194061380846627
31,"5",0,20,7,"highest","degree",150,0.0734989447401558,0.00160724146414036
31,"6",0,20,7,"highest","degree",150,0.0919420556364988,0.0022093497559027
31,"7",0,20,7,"highest","degree",150,0.331063083308209,0.00376318028468966
31,"8",0,20,7,"highest","degree",150,0.0554252545005986,0.00192562790878813
31,"9",0,20,7,"highest","degree",150,0.0796919293225068,0.0024549566792082
32,"1",0,20,7,"highest","degree",150,0.0942218335423189,0.00265069164794581
32,"10",0,20,7,"highest","degree",150,0.0557604382178173,0.00147409647039904
32,"2",0,20,7,"highest","degree",150,0.0836560829600156,0.0019388008286829
32,"3",0,20,7,"highest","degree",150,0.097692066597842,0.00194045470496746
32,"4",0,20,7,"highest","degree",150,0.0816467585031268,0.00204777379876583
32,"5",0,20,7,"highest","degree",150,0.0795610025562162,0.00244177258946266
32,"6",0,20,7,"highest","degree",150,0.0703516567860781,0.00188087022361372
32,"7",0,20,7,"highest","degree",150,0.303267913901415,0.00399708926187282
32,"8",0,20,7,"highest","degree",150,0.0669949384784765,0.00207466052689755
32,"9",0,20,7,"highest","degree",150,0.0668473084566941,0.00194724972381843
33,"1",0,20,7,"highest","degree",150,0.0619650222924901,0.00205612591696729
33,"10",0,20,7,"highest","degree",150,0.0496504076206314,0.00144575561625989
33,"2",0,20,7,"highest","degree",150,0.0520846955109528,0.00224064357259707
33,"3",0,20,7,"highest","degree",150,0.115070924639439,0.00294129656174649
33,"4",0,20,7,"highest","degree",150,0.100624600409909,0.0024243940958451
33,"5",0,20,7,"highest","degree",150,0.0620349602524896,0.00155656042698338
33,"6",0,20,7,"highest","degree",150,0.108194994913833,0.00248355700021931
33,"7",0,20,7,"highest","degree",150,0.256802986935745,0.00299623819894954
33,"8",0,20,7,"highest","degree",150,0.0777996120465419,0.00228860354105402
33,"9",0,20,7,"highest","degree",150,0.115771795377968,0.00194380947502755
34,"1",0,20,7,"highest","degree",150,0.0794212551577778,0.00224818254438889
34,"10",0,20,7,"highest","degree",150,0.0718602858232671,0.00238703459921292
34,"2",0,20,7,"highest","degree",150,0.0774026831359963,0.0018601321905466
34,"3",0,20,7,"highest","degree",150,0.0641486019359584,0.00163175677398403
34,"4",0,20,7,"highest","degree",150,0.058153839908771,0.00194677117237197
34,"5",0,20,7,"highest","degree",150,0.0628200378172542,0.00190582509832529
34,"6",0,20,7,"highest","degree",150,0.091297616300444,0.00278648704852013
34,"7",0,20,7,"highest","degree",150,0.324036830700642,0.00397686073323364
34,"8",0,20,7,"highest","degree",150,0.0893553168361538,0.00261905145986967
34,"9",0,20,7,"highest","degree",150,0.0815035323837352,0.0023353211556628
35,"1",0,20,7,"highest","degree",150,0.0681747734542531,0.00213358312424269
35,"10",0,20,7,"highest","degree",150,0.0644378913670724,0.00179303376053355
35,"2",0,20,7,"highest","degree",150,0.0892536244052122,0.00190509623932746
35,"3",0,20,7,"highest","degree",150,0.0531274198488093,0.00170540750395752
35,"4",0,20,7,"highest","degree",150,0.0614127264410341,0.00191152319358569
35,"5",0,20,7,"highest","degree",150,0.0867231151677031,0.00163535746403194
35,"6",0,20,7,"highest","degree",150,0.102910197349217,0.00247619081776975
35,"7",0,20,7,"highest","degree",150,0.279476098129718,0.00363651588162057
35,"8",0,20,7,"highest","degree",150,0.104875687498035,0.00234883877130073
35,"9",0,20,7,"highest","degree",150,0.0896084663389454,0.00223910567058163
36,"1",0,20,7,"highest","degree",150,0.0488724074244516,0.00191957778590845
36,"10",0,20,7,"highest","degree",150,0.0526327544154087,0.00208358984169135
36,"2",0,20,7,"highest","degree",150,0.0732886524940485,0.00218832041766363
36,"3",0,20,7,"highest","degree",150,0.0891753062439475,0.00206232345028427
36,"4",0,20,7,"highest","degree",150,0.0729692332101551,0.00205197121909441
36,"5",0,20,7,"highest","degree",150,0.0855428842488681,0.0016282124615918
36,"6",0,20,7,"highest","degree",150,0.0754481614720801,0.0017310090041754
36,"7",0,20,7,"highest","degree",150,0.340184104425397,0.00476032388311119
36,"8",0,20,7,"highest","degree",150,0.082190174603744,0.00173072779637548
36,"9",0,20,7,"highest","degree",150,0.0796963214618996,0.00194457730397708
37,"1",0,20,7,"highest","degree",150,0.0782518923994313,0.0021079242013636
37,"10",0,20,7,"highest","degree",150,0.0654708086604165,0.0028259473040066
37,"2",0,20,7,"highest","degree",150,0.0880488532212218,0.00187959239587159
37,"3",0,20,7,"highest","degree",150,0.0721275552051421,0.00202507681049106
37,"4",0,20,7,"highest","degree",150,0.113368223556448,0.00265667537450534
37,"5",0,20,7,"highest","degree",150,0.0672922078780471,0.00165904740464719
37,"6",0,20,7,"highest","degree",150,0.0737965036506748,0.00226045422374187
