"condition","init","percent_bias","where_bias","level_bias","who_biased","size_net","mean_cond","std_cond"
"9",5,20,7,"lowest","centclos",150,0.0584169096467102,0.0139087967986156
"9",5,20,7,"lowest","centeigen",150,0.0602214099815538,0.015582872785169
"9",5,20,7,"lowest","cluscoeff",150,0.0550920127432338,0.0153181914513751
"9",5,20,7,"lowest","degree",150,0.0590865290999783,0.014175137525494
"9",5,20,7,"random","none",150,0.0586493724238333,0.0166104748133597
"9",20,0,NA,"none","none",150,0.0317085210784233,0.00864036094921921
"9",20,20,7,"highest","centbet",150,0.028822409870583,0.00666909792206171
"9",20,20,7,"highest","centclos",150,0.030073164513239,0.00834835916681744
"9",20,20,7,"highest","centeigen",150,0.0301899828910524,0.00857526435909447
"9",20,20,7,"highest","cluscoeff",150,0.0300152350249216,0.00780638146639698
"9",20,20,7,"highest","degree",150,0.0303436281787671,0.00779061832776527
"9",20,20,7,"lowest","centbet",150,0.0301045775920789,0.00954320459713447
"9",20,20,7,"lowest","centclos",150,0.0306664733488126,0.00897157695884107
"9",20,20,7,"lowest","centeigen",150,0.0292959818704365,0.00824992438596404
"9",20,20,7,"lowest","cluscoeff",150,0.030627012116088,0.00784094848724259
"9",20,20,7,"lowest","degree",150,0.0315936686505398,0.00798588514523858
"9",20,20,7,"random","none",150,0.0325363471466942,0.00903120255956422
