"condition","init","percent_bias","where_bias","level_bias","who_biased","size_net","rewire","mean_cond","std_cond"
"9",5,0,NA,"none","none",150,0.1,0.0645067797184862,0.0244849381692288
"9",5,0,NA,"none","none",150,0.9,0.0670890004293827,0.0138964357648165
"9",5,20,7,"highest","centbet",150,0.1,0.0565319927491972,0.0231486390662822
"9",5,20,7,"highest","centbet",150,0.9,0.0531980012536723,0.011548786453087
"9",5,20,7,"highest","centclos",150,0.1,0.0583729832355143,0.0245835419118628
"9",5,20,7,"highest","centclos",150,0.9,0.0557342531094642,0.0130737313555081
"9",5,20,7,"highest","centeigen",150,0.1,0.0569549773563535,0.0240400612082459
"9",5,20,7,"highest","centeigen",150,0.9,0.0543988869642076,0.0127287672976528
"9",5,20,7,"highest","cluscoeff",150,0.1,0.0583252629690437,0.0234450737900175
"9",5,20,7,"highest","cluscoeff",150,0.9,0.0564424673959262,0.012517484353534
"9",5,20,7,"highest","degree",150,0.1,0.0559941245048092,0.0216463388374972
"9",5,20,7,"highest","degree",150,0.9,0.0549450310914979,0.0126238122343899
"9",5,20,7,"lowest","centbet",150,0.1,0.0578818571223876,0.0216478356983922
"9",5,20,7,"lowest","centbet",150,0.9,0.0583253687197319,0.0134636540777755
"9",5,20,7,"lowest","centclos",150,0.1,0.0592456040019564,0.024328115392674
"9",5,20,7,"lowest","centclos",150,0.9,0.0579666305745758,0.0131131108601217
"9",5,20,7,"lowest","centeigen",150,0.1,0.0582700038356118,0.0252909472757228
"9",5,20,7,"lowest","centeigen",150,0.9,0.060028329745543,0.0125381746762303
"9",5,20,7,"lowest","cluscoeff",150,0.1,0.0557005832630555,0.023009809568057
"9",5,20,7,"lowest","cluscoeff",150,0.9,0.0555686813639434,0.0121743872218002
"9",5,20,7,"lowest","degree",150,0.1,0.059301803746255,0.0243362161302016
"9",5,20,7,"lowest","degree",150,0.9,0.0583689881578967,0.0135842373633233
"9",5,20,7,"random","none",150,0.1,0.0552496534983367,0.0221319856124105
"9",5,20,7,"random","none",150,0.9,0.0585095833001304,0.0132085772987545
"9",20,0,NA,"none","none",150,0.1,0.0335440518094803,0.014123586900634
"9",20,0,NA,"none","none",150,0.9,0.0330906545499851,0.00765268280219622
"9",20,20,7,"highest","centbet",150,0.1,0.0297459865455821,0.0129154543190539
"9",20,20,7,"highest","centbet",150,0.9,0.0294131749555807,0.00726868469985714
"9",20,20,7,"highest","centclos",150,0.1,0.030494603288285,0.0136493263087734
"9",20,20,7,"highest","centclos",150,0.9,0.0290895273976751,0.00759105743224136
"9",20,20,7,"highest","centeigen",150,0.1,0.0300454420120012,0.013200220627014
"9",20,20,7,"highest","centeigen",150,0.9,0.0294371128027834,0.00702418478044716
"9",20,20,7,"highest","cluscoeff",150,0.1,0.0305522790061674,0.0127655326290629
"9",20,20,7,"highest","cluscoeff",150,0.9,0.0296861295761387,0.0074042694795458
"9",20,20,7,"highest","degree",150,0.1,0.029600250846298,0.0131790422854576
"9",20,20,7,"highest","degree",150,0.9,0.028908011800466,0.00693578855601113
"9",20,20,7,"lowest","centbet",150,0.1,0.0308748770114369,0.0132356968572761
"9",20,20,7,"lowest","centbet",150,0.9,0.0296982714804893,0.00769739667700722
"9",20,20,7,"lowest","centclos",150,0.1,0.0309369205846839,0.0128321843962763
"9",20,20,7,"lowest","centclos",150,0.9,0.0304167188243442,0.00730864989136798
"9",20,20,7,"lowest","centeigen",150,0.1,0.030480316798442,0.0130345941668798
"9",20,20,7,"lowest","centeigen",150,0.9,0.0307271030442625,0.00775920649152179
"9",20,20,7,"lowest","cluscoeff",150,0.1,0.029949301387803,0.013262094047365
"9",20,20,7,"lowest","cluscoeff",150,0.9,0.0293258395547991,0.00689097292129324
"9",20,20,7,"lowest","degree",150,0.1,0.0309228646170784,0.0134791261274797
"9",20,20,7,"lowest","degree",150,0.9,0.0317188266348023,0.00772689734728794
"9",20,20,7,"random","none",150,0.1,0.0296501114287295,0.0131412825766768
"9",20,20,7,"random","none",150,0.9,0.029814018739679,0.00739964722130407
