"rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","rewire","neighbors","klb","mean_entrop_jef","std_entrop_jef","mean_entrop_lap","std_entrop_lap","mean_sum_meas","std_sum_meas","mean_ratio_first","std_ratio_first","mean_value_lang","sd_value_lang","mean_max_cond","sd_max_cond","mean_of_std","std_of_mean"
91,50,0.156238095238095,3.06530612244898,0.511399210205463,-0.210575326936313,0,0.5,4,0.00647437390846045,2.2376501275781,0.0119695749546813,2.23776928627865,0.0119393144156556,12010,4328.35925929803,0.153660657935528,0.00959749613236073,5.33846527217487,0.19766919706551,3.46,3.35765953470872,0.0145270137342397,0.0321642414174247
92,50,0.0646666666666667,2.93387755102041,0.520750607258677,-0.0940170940170938,0,0.5,4,0.00233170267947729,2.22895161964378,0.00711317558111849,2.22906886960345,0.00709958003222242,12010,3319.70001103493,0.195738633288927,0.01223781418971,5.82491898968565,0.0513340471273148,9,0,0.00939359837068614,0.041285377712479
93,50,0.113111111111111,2.94285714285714,0.565132803677822,-0.0484927916120576,0,0.5,4,0.00346245487505399,2.25814729954448,0.0143601843915845,2.25822694242368,0.0143227513704922,12010,4020.35636556294,0.149928843636474,0.00956241929250879,5.53478352848588,0.0725271272677883,8.4,2.79211718367029,0.0116105309101244,0.0281512302083044
94,50,0.129428571428571,2.99183673469388,0.512130710891854,-0.0610079575596817,0,0.5,4,0.00545728410684014,2.27917630875638,0.0148456101902107,2.27921694210536,0.0148164945850999,12010,3880.87934491604,0.138914783522696,0.0186952246783171,5.65903904578455,0.228943807568672,5.92,3.26915079780293,0.0134817990437056,0.0167321187820336
95,50,0.120952380952381,2.91183673469388,0.509514770319248,-0.199052132701422,0,0.5,4,0.0034748215004323,2.27505701949084,0.00826566835214415,2.27510740332575,0.00824187948092508,12010,4285.71428571429,0.13664204650189,0.0101405942156899,5.34932925301405,0.133970351177301,5.24,3.44377581104443,0.011289667207148,0.0208108385731327
96,50,0.058952380952381,2.92,0.509367794650229,-0.254237288135593,5,0.5,4,0.00309372673095489,1.89883577739247,0.0567338724146405,1.89943084966699,0.0566482961360784,12015,3833.25938999964,0.432257043407388,0.0278003723811512,4.77146934481909,0.118668122937411,4,0,0.0105779148203926,0.118308007684747
97,50,0.0373333333333333,2.94938775510204,0.554269041673861,-0.113909337466098,5,0.5,4,0.00310552860465649,1.99464564587888,0.0422796637694345,1.99509698251305,0.0421965165546889,12015,3090.47252182628,0.378672430290153,0.0220703526527768,4.69877329054707,0.117406710098134,4,0,0.0104352648106582,0.0999740581461194
98,50,0.0876190476190477,2.95265306122449,0.506192969210193,-0.0246426558737641,5,0.5,4,0.00315810117037392,2.06660900391294,0.0255364445949205,2.06695714319339,0.025506962844209,12015,3880.87934491604,0.342630617055977,0.0150721920381982,5.01592847031525,0.134966849437606,4,0,0.0105659339589164,0.086589475117523
99,50,0.12552380952381,3.00897959183673,0.532425772074955,-0.15546218487395,5,0.5,4,0.00302691207691618,1.96045276721852,0.0311399781841567,1.96095923525214,0.0310856875575773,12015,3428.57142857143,0.395659201204589,0.0197471202373314,5.15303759083267,0.0893234835011645,4,0,0.010598444735127,0.106492737109028
100,50,0.149428571428571,3.01224489795918,0.548473218905117,-0.121495327102804,5,0.5,4,0.00325756020274164,2.02828696402175,0.021976930904532,2.02868878211243,0.0219237278645278,12015,3585.68582800318,0.371177719887922,0.013423551171699,4.96324147325909,0.135266856722823,4,0,0.0107370973054345,0.0957281579607839
101,50,0.0853333333333333,3.00571428571429,0.55488443998579,-0.15702479338843,20,0.5,4,0.000996205865477895,1.12573925877424,0.0411722410961379,1.12747593989089,0.0409701779817381,12030,3030.45763365663,0.741572650981776,0.0132028388605664,4.53659899876628,0.0369483499717126,4,0,0.00572934482102305,0.225556136189662
102,50,0.0682857142857143,2.89632653061224,0.558677901766763,-0.0363733618614603,20,0.5,4,0.000967912854679491,1.22368785953424,0.0357074264354695,1.22530177213032,0.0355886274575149,12030,3736.19909446343,0.711082482761577,0.0121806887853394,4.65765729823242,0.0642202890149672,4,0,0.00562570351570339,0.214866046022717
103,50,0.11,2.98040816326531,0.53022895335249,-0.200564971751413,20,0.5,4,0.00141164259778092,1.2710608920301,0.0284132800916134,1.27259102090839,0.0282226460760906,12030,3534.09053624371,0.695391210172747,0.00869161793840828,4.623979024998,0.0705929801805663,4,0,0.00627247868386012,0.209338373759784
104,50,0.198095238095238,3.10530612244898,0.479805925961283,-0.0750465164358073,20,0.5,4,0.00164673372418679,1.16666687533065,0.0669086672526328,1.16834534132178,0.0667786319564164,12030,3481.73074484398,0.72803418530118,0.0216771141905015,4.52878224705983,0.0807698379111005,4,0,0.00759890370185171,0.220834037165402
105,50,0.0972380952380952,3.01632653061225,0.549802248642653,-0.15599593495935,20,0.5,4,0.0013643432727168,1.16584563497749,0.0629883861822273,1.1675053050129,0.0629893920810807,12030,3534.09053624371,0.729275904430082,0.0219373099334366,4.56302379200489,0.0921479254081454,4,0,0.00689726786235195,0.221229202913751
