"rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","neighbors","exponent","density","path_type","ass_type","exp_type","size_type","klb","mean_entrop_jef","std_entrop_jef","mean_entrop_lap","std_entrop_lap","mean_sum_meas","std_sum_meas","mean_ratio_first","std_ratio_first","mean_value_lang","sd_value_lang","mean_max_cond","sd_max_cond","mean_of_std","std_of_mean"
1,50,0,3.00571428571429,0.487891761870693,-0.3455499276411,0,1.96,2.84233194748834,8.36639433053604,"small","unknown","unknown","unknown",0.0207347467007154,2.1149028323655,0.0365079515370716,2.11578952085702,0.0362996708916386,5890,9427.79217559034,0.276328830568207,0.0491110312269474,4.49727580711864,0.174927545494959,3.32,0.740656079818041,0.0277506666910771,0.0648264377487147
2,50,0,3.05387755102041,0.455544637203912,-0.33929719192877,0,1.96,2.8375302503102,9.35403931793619,"small","unknown","unknown","unknown",0.0132527010160538,2.23354398871273,0.0170823965133434,2.23389861098893,0.0169733088610796,5890,9601.53049024488,0.169538074884151,0.0102922226160973,5.47879372118628,0.298797083329887,4.06,3.07332167571977,0.0224559470042217,0.030426238469165
3,50,0,3.18775510204082,0.542657227498915,-0.289966010150393,0,1.96,2.76164205347204,8.62136572320689,"small","unknown","unknown","unknown",0.0198901722238214,2.22889627723943,0.0186314148955092,2.229259362943,0.0185163286692157,5890,8287.29049047211,0.181058858906015,0.0248137701934185,5.62156008485741,0.277503671434619,4.66,2.77459318584523,0.0277270234226755,0.0286325979674499
4,50,0,3.19591836734694,0.451931668570038,-0.345299877685562,0,1.96,2.83865840362062,9.35403931793619,"small","unknown","unknown","unknown",0.0162566996866143,2.22714225358077,0.0175465215263111,2.22752097739041,0.0174360818845986,5890,9029.74675894137,0.178615526317029,0.0164733716099414,5.32940682979187,0.143318475614114,3.8,2.58725289661069,0.0251164444993102,0.0318363269305335
5,50,0,3.24489795918367,0.467668523496492,-0.32126227835183,0,1.96,2.83080229021678,11.2885099221692,"small","unknown","unknown","unknown",0.0142656373884096,2.23325037120406,0.0263069057384668,2.23360414744362,0.0261690646731986,5890,8613.32617257132,0.16083004679094,0.0221106778127767,5.48360879324812,0.26613901652549,5.64,2.37984736262386,0.0228643865426134,0.0297296528605831
6,50,0,3.2465306122449,0.444834403531377,-0.285456187895212,0,1.96,2.81914592960553,12.3752979670823,"small","unknown","unknown","unknown",0.0124271066977268,2.25818881982588,0.0207702528268338,2.25840618528273,0.0206586572706899,5890,8220.53178676069,0.151004080695504,0.0212541589013666,5.42869371574866,0.164961126309665,4.44,1.43085531720559,0.0220204922029274,0.0208593824397755
7,50,0,3.25224489795918,0.521480671470384,-0.312088405858152,0,1.96,2.77075054106199,9.55258245999894,"small","unknown","unknown","unknown",0.0224498859060695,2.23381944168651,0.0248719003096553,2.23416578445208,0.0247281700047389,5890,7760.81207617042,0.176234525950581,0.021008123346222,5.45233427903213,0.300799541014016,5.32,2.72134420566644,0.029797452019605,0.0235382003191004
8,50,0,3.25469387755102,0.517549506649032,-0.298647522000926,0,1.96,2.80689165888196,13.1710647962792,"small","unknown","unknown","unknown",0.0148835143095163,2.20472604110179,0.025367681477011,2.2051928972761,0.0252328336947626,5890,8265.09750303612,0.207551862201518,0.0222194916754222,5.9481444017202,0.265352818222754,8.56,0.836903915192961,0.0239026251789525,0.041799648853271
9,50,0,3.25632653061224,0.545102305484112,-0.296505481052807,0,1.96,2.74374088104706,7.35523670237664,"small","unknown","unknown","unknown",0.0142964173895972,2.22456005710882,0.0351022721725576,2.22495435907713,0.0349068152357954,5890,8287.29049047211,0.161863677208233,0.0155279503349909,5.53174977800508,0.201763239978301,6.7,2.36686307511156,0.0233166011171524,0.0327506120053721
10,50,0,3.25877551020408,0.566786123870245,-0.32771821135745,0,1.96,2.8451404756903,10.0069418761968,"small","unknown","unknown","unknown",0.0188804983825665,2.235559756274,0.0347226104901391,2.23589473492442,0.0345447743227917,5890,8655.86977909517,0.167242433504629,0.0203707280950652,5.71010207248715,0.205118000431825,7.48,3.66026652313847,0.026070874610884,0.0257536866348199
11,50,0,3.26204081632653,0.477413116116381,-0.349585584839513,0,1.96,2.80719152959095,9.7271434991356,"small","unknown","unknown","unknown",0.0302088672619736,2.15106285615356,0.0353556621869087,2.15180005008559,0.0352059988219715,5890,9009.38286409434,0.238325786857847,0.0308362966962829,6.15710430577152,0.188428589203097,8.86,1.70245920566067,0.0332704487643926,0.0472564552858658
