"rep_id","size_net","neighbors","init","time","klb","mean_entrop_jef","std_entrop_jef","mean_entrop_lap","std_entrop_lap","mean_sum_meas","std_sum_meas","mean_ratio_first","std_ratio_first","mean_value_lang","sd_value_lang","mean_max_cond","sd_max_cond","mean_of_std","std_of_mean"
700,150,"4",5,31,0.0336890953041476,1.9262805423429,0.097780956198129,1.95840181758346,0.0902820954828604,138.173333333333,137.980873427324,0.40863013481622,0.0615046783157641,5.09192464937295,0.32282248130652,4,0,0.0365785404388493,0.108868666623417
716,150,"4",5,32,0.0337916956137614,1.92375896049105,0.0997213663189599,1.95536653557207,0.0921919260864159,142.146666666667,142.431869344335,0.409551435999105,0.0630235954497781,5.10097316904822,0.330662353556818,4,0,0.0366746577067453,0.109190816401874
732,150,"4",5,33,0.0344765786363764,1.92236080337409,0.0976172063009942,1.95341903911173,0.090533238636211,146.12,146.882865261345,0.408738720062007,0.0622672571953161,5.0997268153259,0.338761567022651,4,0,0.0370824134627877,0.108944702106984
748,150,"4",5,34,0.0345707695263892,1.92432692554756,0.0940009579505826,1.95458672301114,0.0875061247449567,150.093333333333,151.333861178356,0.406677992457641,0.0615067253460656,5.11905330107999,0.345733924086775,4,0,0.0370697391325011,0.108259170059868
763,150,"4",5,35,0.0343818151480577,1.92185297770563,0.0932598547319864,1.95165083662822,0.0869586898699909,154.066666666667,155.784857095366,0.408107386651425,0.0606370152315407,5.1187016202836,0.335330662985743,4,0,0.036902209851898,0.108714170175221
779,150,"4",5,36,0.0343302684613671,1.92067307866284,0.0932816927979225,1.94992748322689,0.0869483605087836,158.04,160.235853012377,0.408714805933892,0.0612027892247164,5.116795701557,0.329214495360791,4,0,0.0368964377510806,0.108907771219058
797,150,"4",5,37,0.0342063964700389,1.91878307360057,0.0957589382320912,1.94758317133993,0.0892797407445022,162.013333333333,164.686848929387,0.409728525980221,0.0623904402248124,5.12142588233753,0.331217933636922,4,0,0.0368294561988605,0.109246507902508
812,150,"4",5,38,0.034513387080717,1.9190547997236,0.0973860357983116,1.94730786292809,0.0908327446370565,165.986666666667,169.137844846398,0.40866096306719,0.0627107071753005,5.13080945252489,0.343607295360643,4,0,0.036920967397042,0.10888568931985
828,150,"4",5,39,0.0345261336882071,1.91410163544663,0.0997724079926876,1.942188040299,0.0930707528859704,169.96,173.588840763408,0.411357960696414,0.0638984994934505,5.11927927385059,0.344331050445327,4,0,0.0369297122093644,0.109796800559864
843,150,"4",5,40,0.0345746812731579,1.91531111788229,0.097631242248653,1.94274150513123,0.0913154404167358,173.933333333333,178.039836680419,0.410237627604032,0.0637718883307456,5.11905840991675,0.343267039511685,4,0,0.0369285736039906,0.109421499143886
857,150,"4",5,41,0.0350523832935694,1.91613050615364,0.097093088529198,1.94303307432872,0.0908677683239167,177.906666666667,182.490832597429,0.40893026833315,0.0640267326068294,5.12167149334909,0.352142043047698,4,0,0.0372030140978993,0.108958779122995
871,150,"4",5,42,0.0354016941005135,1.91741651590974,0.0982343705987562,1.94377680462608,0.0919167297237625,181.88,186.94182851444,0.407545227805619,0.0643199404533991,5.12713875999212,0.343708714803646,4,0,0.0374001194133028,0.108461905731311
888,150,"4",5,43,0.0351413749661851,1.91915730102465,0.0983167333424224,1.94486935743585,0.0922700531124385,185.853333333333,191.39282443145,0.40647130547905,0.0640797187429274,5.13103433830171,0.340792363036892,4,0,0.0372473872176664,0.108106724574436
