"rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","rewire","neighbors","mean_mean","mean_sd","sd_mean","sd_sd"
1776,50,0.078,2.84734693877551,0.499566849950667,-0.127707562023916,0.5,0.9,4,0.510805934358059,9.48498020937476e-06,0.00632439679578227,3.57436495294037e-06
1777,50,0.0568888888888889,2.86040816326531,0.497762504076023,-0.180675909878683,0.5,0.9,4,0.542894482167161,9.4442418073689e-06,0.00927216856676185,3.51706983856551e-06
1778,50,0.0501904761904762,2.9330612244898,0.497094137285918,-0.0654784967067027,0.5,0.9,4,0.554250278172267,8.96173020427948e-06,0.0131767884985505,2.66579655473226e-06
1779,50,0.0513809523809524,2.89632653061224,0.485854313521113,-0.0421319041238649,0.5,0.9,4,0.445747913014615,9.21171833738175e-06,0.00718945043102528,2.91975172353683e-06
1780,50,0.0599047619047619,2.90938775510204,0.511967593459122,-0.0983676193943809,0.5,0.9,4,0.437451876946449,9.23473045485479e-06,0.0111721727189197,3.16350436479203e-06
1781,50,0.0306666666666667,2.85387755102041,0.467238154232508,-0.0198516579406632,0.5,0.9,4,0.483580738992053,9.31170953539725e-06,0.0148466198249168,3.33549576073216e-06
1782,50,0.0427142857142857,2.87673469387755,0.411660594336357,-0.098043043287297,0.5,0.9,4,0.501372606963722,9.40059402937217e-06,0.00287518240506207,3.41622341958488e-06
1783,50,0.0745714285714286,2.87183673469388,0.487083926292689,-0.139937106918239,0.5,0.9,4,0.505402205798218,9.47836811591143e-06,0.00633394808628232,3.47210990744854e-06
1784,50,0.060047619047619,2.83102040816327,0.522680898997998,-0.178080109447442,0.5,0.9,4,0.439637685317469,9.74396230606379e-06,0.0120651124155096,3.75887236777347e-06
1785,50,0.109857142857143,2.8930612244898,0.452826793361937,-0.176729352248983,0.5,0.9,4,0.480258461583329,9.73470005493833e-06,0.00684570168406971,3.97989402022983e-06
1786,50,0.0316666666666667,2.88734693877551,0.5113531086709,-0.0984004859283253,0.5,0.9,4,0.512632400160412,9.09611570213028e-06,0.00507705444522615,2.77668967006008e-06
1787,50,0.058952380952381,2.88489795918367,0.576234543730892,-0.127124907612712,0.5,0.9,4,0.5169066284711,9.36170660032257e-06,0.0076408568802739,3.41618109673864e-06
1788,50,0.0542857142857143,2.84571428571429,0.503958036339092,-0.0721493440968718,0.5,0.9,4,0.503011045835472,9.22361980052119e-06,0.00442497836219254,3.15974465548952e-06
1789,50,0.0576190476190476,2.89877551020408,0.429637399814157,-0.241773962804006,0.5,0.9,4,0.535651871427312,9.43947945239681e-06,0.00882097713786226,3.56247536818566e-06
