"rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","family","rewire","neighbors","mean_mean","mean_sd","sd_mean","sd_sd"
1,50,0,"4.817142857142857",0.482046697759763,-0.0211386331215147,0.1,7,0.1,2.48,0.513224608741317,1.86620741697276e-05,0.00840974250939218,1.06351218815946e-05
2,50,0.0277142857142857,"3.4122448979591837",0.538796488144933,-0.0827996340347665,0.1,7,0.1,3.24,0.500875503122041,1.34539377406895e-05,0.0051016964838792,7.83000083264969e-06
3,50,0.0153333333333333,"4.144489795918368",0.587911339357307,-0.25146288882045,0.1,7,0.1,2.52,0.502536069173157,1.77181125597567e-05,0.00617182957064945,9.94478472202872e-06
4,50,0,"3.5616326530612246",0.474540673372046,-0.145037631005135,0.1,7,0.1,2.92,0.50141567116372,1.51318663496465e-05,0.0073417952586576,8.82817284810629e-06
5,50,0.0719047619047619,"3.929795918367347",0.472356304068117,-0.134413202933985,0.1,7,0.1,2.68,0.511929128216509,1.83740168473846e-05,0.00801700899836441,1.09600817199911e-05
6,50,0.0332380952380952,"3.5240816326530613",0.555512262108649,-0.172593676442522,0.1,7,0.1,2.88,0.498316841398988,1.71038044820476e-05,0.00268016106482067,1.1090609244816e-05
7,50,0.0453333333333333,"4.277551020408163",0.506241164315562,-0.165985467756584,0.1,7,0.1,2.6,0.499548324109375,1.62632053558518e-05,0.00871002549579225,9.12208127598929e-06
8,50,0.0332380952380952,"3.966530612244898",0.42257249106342,-0.105348460291734,0.1,7,0.1,2.64,0.495196253739607,1.64140052456926e-05,0.00668840192510926,8.80626637178147e-06
9,50,0.0783333333333333,"3.568979591836735",0.517379154387089,-0.0853374324391332,0.1,7,0.1,3.04,0.505820190514789,1.45931888537822e-05,0.00958752677361578,8.52715464382404e-06
10,50,0.0493333333333333,"3.7779591836734694",0.489707098758958,-0.0533620483369227,0.1,7,0.1,2.84,0.503068518102335,1.55523082518565e-05,0.00396420768612602,9.1902598136918e-06
11,50,0,"4.249795918367347",0.487875131877684,-0.305989583333333,0.1,7,0.1,2.36,0.516352482472094,1.90509337135102e-05,0.0162878099908241,1.00567552167726e-05
12,50,0.0565714285714286,"3.8081632653061224",0.526542191961101,0.0103626943005181,0.1,7,0.1,2.88,0.513927736639552,1.55253385351382e-05,0.0203097235273418,9.15675879319631e-06
13,50,0.0480793650793651,"3.1118367346938776",0.48677848810835,-0.000794691461040235,0.1,7,0.1,3.56,0.512891788979403,1.3017613409295e-05,0.00315115118606884,9.01920216446197e-06
14,50,0.0666190476190476,"4.012244897959183",0.459265823023888,-0.234710409072499,0.1,7,0.1,2.68,0.509588799177683,1.79631012820445e-05,0.0174697898644154,1.07430557859548e-05
15,50,0.0795238095238095,"3.4457142857142857",0.525796357403082,-0.0146246738272954,0.1,7,0.1,3.2,0.486551773786721,1.40544137272106e-05,0.00686671511675211,8.76672497068733e-06
16,50,0.00866666666666667,"3.565714285714286",0.494772762405393,-0.0541184479237577,0.1,7,0.1,3.04,0.506393149830971,1.52030961671318e-05,0.00310597855476629,9.79806055073976e-06
17,50,0.0499047619047619,"3.7232653061224488",0.534732894760896,-0.0361476399212248,0.1,7,0.1,2.8,0.487048548402721,1.68421988555732e-05,0.00551255631607486,1.00774438863802e-05
18,50,0.0473333333333333,"4.92734693877551",0.442629896081651,-0.14902807775378,0.1,7,0.1,2.56,0.497120237293455,1.68630178670596e-05,0.0105435658654807,9.05894918794262e-06
19,50,0.0157777777777778,"4.436734693877551",0.51354000602309,-0.106918238993711,0.1,7,0.1,2.56,0.498566778011781,1.8428866275583e-05,0.0219458213357259,1.04469087345758e-05
20,50,0.018,"4.645714285714286",0.512135999560028,-0.0659340659340659,0.1,7,0.1,2.44,0.478949211503382,1.74739022016112e-05,0.00935510148455444,9.15387237219176e-06
21,50,0.0293333333333333,"3.924081632653061",0.49217842081445,0.0160027238678924,0.1,7,0.1,2.72,0.498317411563099,1.69739222940579e-05,0.00752049188116982,9.96567666386538e-06
22,50,0,"4.635102040816326",0.525199304961707,-0.135225375626043,0.1,7,0.1,2.4,0.505150597293399,1.77959705956874e-05,0.013282842489403,9.37511594804865e-06
23,50,0,"6.613877551020408",0.515561842189457,0.113046448087432,0.1,7,0.1,2.12,0.494077408492042,1.89290204041404e-05,0.018135531421147,8.62309732959881e-06
24,50,0.00990476190476191,"3.7755102040816326",0.54927207552783,0.033905065815716,0.1,7,0.1,2.8,0.492362802096775,1.68310221705681e-05,0.0116267121074746,1.04223653289992e-05
25,50,0,"4.171428571428572",0.460882402160389,-0.117230924709449,0.1,7,0.1,2.68,0.492920561273718,1.68627896103134e-05,0.00398619041888875,1.0264005677103e-05
26,50,0.108190476190476,"3.4914285714285715",0.469557777545874,-0.0435103244837758,0.1,7,0.1,3.2,0.477879284619215,1.40156100214704e-05,0.00346829119084693,8.32344210505596e-06
27,50,0.0533333333333333,"4.124897959183674",0.447267640245149,-0.0262105730786317,0.1,7,0.1,2.64,0.493377496132253,1.68462714180822e-05,0.0093892348385297,9.52768359146301e-06
