"rep_id","size_net","clus_coeff","pathlength","init_mode","assortativity","init","rewire","neighbors","density","path_type","neigh_type","mean_mean","mean_sd","sd_mean","sd_sd"
8759,50,0.0526666666666667,4.36326530612245,0.549432253521511,-0.165382014874916,0.1,0.1,2.48,0.0259948448354591,"small","unknown",0.52190740515251,1.84177712709232e-05,0.0235280504844225,1.03880709859993e-05
8759,50,0.0526666666666667,4.36326530612245,0.549432253521511,-0.165382014874916,0.1,0.1,2.48,0.0259948448354591,"big","unknown",0.52190740515251,1.84177712709232e-05,0.0235280504844225,1.03880709859993e-05
8844,50,0.0273333333333333,4.7134693877551,0.597474713876102,-0.0124670763827919,0.1,0.1,2.48,0.00753592376425347,"small","unknown",0.491624309024934,1.73072771935108e-05,0.0114006304931948,9.24429660829422e-06
8844,50,0.0273333333333333,4.7134693877551,0.597474713876102,-0.0124670763827919,0.1,0.1,2.48,0.00753592376425347,"big","unknown",0.491624309024934,1.73072771935108e-05,0.0114006304931948,9.24429660829422e-06
8958,50,0.042,4.40979591836735,0.581412083009379,-0.109756097560976,0.1,0.1,2.44,0.0230200703536744,"small","unknown",0.512502461827256,1.78403232381416e-05,0.0161617333919693,9.77969544640116e-06
8958,50,0.042,4.40979591836735,0.581412083009379,-0.109756097560976,0.1,0.1,2.44,0.0230200703536744,"big","unknown",0.512502461827256,1.78403232381416e-05,0.0161617333919693,9.77969544640116e-06
9485,50,0.02,4.34448979591837,0.577072453548226,-0.112676056338028,0.1,0.1,2.48,0.030308994606961,"small","unknown",0.522013242563903,1.75404108117553e-05,0.014175668243659,9.87603015064453e-06
9485,50,0.02,4.34448979591837,0.577072453548226,-0.112676056338028,0.1,0.1,2.48,0.030308994606961,"big","unknown",0.522013242563903,1.75404108117553e-05,0.014175668243659,9.87603015064453e-06
9671,50,0.03,4.50775510204082,0.570616507584766,-0.212369258753979,0.1,0.1,2.48,0.021305873329997,"small","unknown",0.498340359651455,1.70962378556949e-05,0.0107952375439428,9.24897828783391e-06
9671,50,0.03,4.50775510204082,0.570616507584766,-0.212369258753979,0.1,0.1,2.48,0.021305873329997,"big","unknown",0.498340359651455,1.70962378556949e-05,0.0107952375439428,9.24897828783391e-06
9763,50,0.0376190476190476,4.46857142857143,0.497682516107927,-0.161930426261637,0.1,0.1,2.48,0.021305873329997,"small","unknown",0.494547253973531,1.81353898289531e-05,0.00746064860228423,1.0114549654465e-05
9763,50,0.0376190476190476,4.46857142857143,0.497682516107927,-0.161930426261637,0.1,0.1,2.48,0.021305873329997,"big","unknown",0.494547253973531,1.81353898289531e-05,0.00746064860228423,1.0114549654465e-05
10021,50,0.0453333333333333,4.72816326530612,0.540501264578231,-0.191758331965195,0.1,0.1,2.44,0.00753592376425347,"small","unknown",0.488757662097053,1.79291839851472e-05,0.021406212059375,9.76063789048023e-06
10021,50,0.0453333333333333,4.72816326530612,0.540501264578231,-0.191758331965195,0.1,0.1,2.44,0.00753592376425347,"big","unknown",0.488757662097053,1.79291839851472e-05,0.021406212059375,9.76063789048023e-06
10062,50,0.00733333333333333,4.39918367346939,0.526924861452574,-0.0611877624475106,0.1,0.1,2.44,0.0259948448354591,"small","unknown",0.493031882173316,1.80624097161718e-05,0.00675148218010114,1.00673586673257e-05
10062,50,0.00733333333333333,4.39918367346939,0.526924861452574,-0.0611877624475106,0.1,0.1,2.44,0.0259948448354591,"big","unknown",0.493031882173316,1.80624097161718e-05,0.00675148218010114,1.00673586673257e-05
10645,50,0.0672380952380952,4.77959183673469,0.57451580964244,-0.0949227373068431,0.1,0.1,2.48,0.00468679021602775,"small","unknown",0.502918997947374,1.75246103766252e-05,0.015574486837722,9.52363755517545e-06
10645,50,0.0672380952380952,4.77959183673469,0.57451580964244,-0.0949227373068431,0.1,0.1,2.48,0.00468679021602775,"big","unknown",0.502918997947374,1.75246103766252e-05,0.015574486837722,9.52363755517545e-06
10737,50,0.0646666666666667,4.26448979591837,0.604021880816912,-0.171335504885993,0.1,0.1,2.48,0.0342170794339749,"small","unknown",0.494773951665702,1.88286868362633e-05,0.0118494777737026,1.05943793963477e-05
10737,50,0.0646666666666667,4.26448979591837,0.604021880816912,-0.171335504885993,0.1,0.1,2.48,0.0342170794339749,"big","unknown",0.494773951665702,1.88286868362633e-05,0.0118494777737026,1.05943793963477e-05
10854,50,0.0214285714285714,4.46857142857143,0.574211586984291,-0.19511977914329,0.1,0.1,2.44,0.021305873329997,"small","unknown",0.503021577240914,1.89786517657771e-05,0.0143982921702133,1.04896773229622e-05
10854,50,0.0214285714285714,4.46857142857143,0.574211586984291,-0.19511977914329,0.1,0.1,2.44,0.021305873329997,"big","unknown",0.503021577240914,1.89786517657771e-05,0.0143982921702133,1.04896773229622e-05
10872,50,0.0733333333333333,4.90367346938775,0.55428601199888,-0.126625295508274,0.1,0.1,2.44,0.00422518124564362,"small","unknown",0.512936306581942,1.85066443594935e-05,0.0114533585627867,1.03041505600089e-05
10872,50,0.0733333333333333,4.90367346938775,0.55428601199888,-0.126625295508274,0.1,0.1,2.44,0.00422518124564362,"big","unknown",0.512936306581942,1.85066443594935e-05,0.0114533585627867,1.03041505600089e-05
11627,50,0.01,4.37877551020408,0.591054048226418,-0.0126561472715319,0.1,0.1,2.44,0.0259948448354591,"small","unknown",0.516913130277256,1.80180385618847e-05,0.00812579246492508,9.77297958947435e-06
11627,50,0.01,4.37877551020408,0.591054048226418,-0.0126561472715319,0.1,0.1,2.44,0.0259948448354591,"big","unknown",0.516913130277256,1.80180385618847e-05,0.00812579246492508,9.77297958947435e-06
11722,50,0.0453333333333333,5.84326530612245,0.595056472909407,-0.081560283687943,0.1,0.1,2.44,0.000249594559113058,"small","unknown",0.493809224811348,1.85066443594935e-05,0.0120577997894982,1.03041505600089e-05
11722,50,0.0453333333333333,5.84326530612245,0.595056472909407,-0.081560283687943,0.1,0.1,2.44,0.000249594559113058,"big","unknown",0.493809224811348,1.85066443594935e-05,0.0120577997894982,1.03041505600089e-05
12035,50,0.0146666666666667,4.46367346938776,0.501735947720709,-0.219250030536216,0.1,0.1,2.48,0.021305873329997,"small","unknown",0.482767098905914,1.78847449723023e-05,0.0066059683198168,9.81528777435197e-06
12035,50,0.0146666666666667,4.46367346938776,0.501735947720709,-0.219250030536216,0.1,0.1,2.48,0.021305873329997,"big","unknown",0.482767098905914,1.78847449723023e-05,0.0066059683198168,9.81528777435197e-06
12200,50,0.0373333333333333,4.92979591836735,0.553104139403786,-0.0491400491400492,0.1,0.1,2.44,0.00268689456706499,"small","unknown",0.500579110662457,1.86398700905181e-05,0.00744872468348382,1.05877368688726e-05
12200,50,0.0373333333333333,4.92979591836735,0.553104139403786,-0.0491400491400492,0.1,0.1,2.44,0.00268689456706499,"big","unknown",0.500579110662457,1.86398700905181e-05,0.00744872468348382,1.05877368688726e-05
12208,50,0.0346666666666667,4.41959183673469,0.587051583742421,-0.206135428357651,0.1,0.1,2.48,0.0230200703536744,"small","unknown",0.504764267138917,1.87953566519223e-05,0.0161475758212438,1.06395052240995e-05
12208,50,0.0346666666666667,4.41959183673469,0.587051583742421,-0.206135428357651,0.1,0.1,2.48,0.0230200703536744,"big","unknown",0.504764267138917,1.87953566519223e-05,0.0161475758212438,1.06395052240995e-05
13031,50,0.0376190476190476,4.26285714285714,0.554156113311797,-0.105028644175684,0.1,0.1,2.48,0.0342170794339749,"small","unknown",0.509908240246789,1.76690004521185e-05,0.0125758823009933,9.54257856907362e-06
13031,50,0.0376190476190476,4.26285714285714,0.554156113311797,-0.105028644175684,0.1,0.1,2.48,0.0342170794339749,"big","unknown",0.509908240246789,1.76690004521185e-05,0.0125758823009933,9.54257856907362e-06
