"rep_id","network_type","size","clustering","pathlength","value_lang_start","assortativity","exponent","init_lang_exp","node_degree","connection_prob","rewire","inter_var","mean_intra_var","std_intra_var"
53,"Scalefree",50,0,"4.09714285714286",0.571666560284072,-0.334730225248821,2.9159590468759,"Without",1.96,NA,NA,0.0312575756815879,2.21897966157109,0.047321605931838
54,"Scalefree",50,0,"3.61877551020408",0.629092331493106,-0.473455178416014,2.8784043987472,"Without",1.96,NA,NA,0.0197771578452133,2.20828658301106,0.0295292165736391
55,"Scalefree",50,0,"3.8065306122449",0.612868273575317,-0.417037051413931,2.73001059633836,"Without",1.96,NA,NA,0.0381301088535311,2.18053285615104,0.0510807022712641
56,"Scalefree",50,0,"4.24489795918367",0.568153636450566,-0.173552017567939,2.57010659035728,"Without",1.96,NA,NA,0.0235438250780734,2.23939398771216,0.0175928899722133
57,"Scalefree",50,0,"3.9534693877551",0.618990272506499,-0.375703817971461,2.83216292046577,"Without",1.96,NA,NA,0.0284645871768053,2.22132959907586,0.0504575738681323
58,"Scalefree",50,0,"4.16979591836735",0.641496876828947,-0.371898818742219,2.92817018870765,"Without",1.96,NA,NA,0.0389261388414922,2.20546155754753,0.057736392446098
59,"Scalefree",50,0,"3.91755102040816",0.585351721573835,-0.230994152046784,2.93653361152562,"Without",1.96,NA,NA,0.0259186966130211,2.24167336675051,0.0376681391103646
60,"Scalefree",50,0,"3.97632653061225",0.525932298594369,-0.299061586585303,2.92704541017123,"Without",1.96,NA,NA,0.0280484747709575,2.22578066258803,0.0397053367551991
61,"Scalefree",50,0,"4.39183673469388",0.625113341007905,-0.299242424242424,2.74415799378163,"Without",1.96,NA,NA,0.0231813045256288,2.2148728984944,0.027762184334522
62,"Scalefree",50,0,"4.45877551020408",0.538071652825368,-0.343111324837701,2.69114786342905,"Without",1.96,NA,NA,0.0369037620104308,2.20107776430961,0.0620750518220385
63,"Scalefree",50,0,"3.84734693877551",0.588482957451727,-0.277511961722488,2.86085896466221,"Without",1.96,NA,NA,0.015683750567347,2.24828290031902,0.0174393360773044
64,"Scalefree",50,0,"4.02040816326531",0.543157533091323,-0.363735070575461,2.73119034204435,"Without",1.96,NA,NA,0.0195700200965118,2.23399823994913,0.0294781040503477
65,"Scalefree",50,0,"4.3730612244898",0.563531858227647,-0.366391184573003,2.825914256829,"Without",1.96,NA,NA,0.0300349444756748,2.19330923127688,0.0416443429240852
66,"Scalefree",50,0,"4.3134693877551",0.564827915569211,-0.282578960457597,2.71859474537201,"Without",1.96,NA,NA,0.0335774373353997,2.20103647392938,0.0511904749304545
67,"Scalefree",50,0,"3.85877551020408",0.546547536784823,-0.330836737781812,2.97827897975275,"Without",1.96,NA,NA,0.0269378359778065,2.20185640623545,0.027588719705633
68,"Scalefree",50,0,"4.02530612244898",0.546551362347465,-0.224487423869078,2.89738108960556,"Without",1.96,NA,NA,0.0221953388981366,2.22141015212369,0.039300616798332
69,"Scalefree",50,0,"4.07836734693878",0.568913228169333,-0.354572854855421,2.93479834440494,"Without",1.96,NA,NA,0.0400119274210205,2.17786886077534,0.0339535388620069
