"utterance","init_lang_exp","percent_bias","utt_biased","level_bias","metric_biased","size_net","mean_cond","std_cond","network_type","rewire"
8,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0564661717284375,0.0225256586138031,"Small-world",0.1
8,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0544910223020422,0.0123676291985912,"Small-world",0.9
8,"With (weak)",20,7,"Highest","Closeness c.",150,0.0578083224918572,0.0240285885403308,"Small-world",0.1
8,"With (weak)",20,7,"Highest","Closeness c.",150,0.0539328955708921,0.0122251586390603,"Small-world",0.9
8,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0552755623799718,0.0234893731696816,"Small-world",0.1
8,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0558396235678921,0.0127434347646976,"Small-world",0.9
8,"With (weak)",20,7,"Highest","Clustering",150,0.0571004911347518,0.0219472891919371,"Small-world",0.1
8,"With (weak)",20,7,"Highest","Clustering",150,0.0571412723010325,0.0128790572008517,"Small-world",0.9
8,"With (weak)",20,7,"Highest","Degree",150,0.0554655792726711,0.0223105834446904,"Small-world",0.1
8,"With (weak)",20,7,"Highest","Degree",150,0.0535985405806452,0.0113702822179117,"Small-world",0.9
8,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.057715480240479,0.0222804825567117,"Small-world",0.1
8,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0578849759686346,0.0128276107643697,"Small-world",0.9
8,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0580229614812461,0.0228933217518124,"Small-world",0.1
8,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0574628519053161,0.0137511723949371,"Small-world",0.9
8,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0587394522769073,0.0237472492254758,"Small-world",0.1
8,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0571948952573208,0.0126923376878074,"Small-world",0.9
8,"With (weak)",20,7,"Lowest","Clustering",150,0.0566248705748868,0.0238189179934527,"Small-world",0.1
8,"With (weak)",20,7,"Lowest","Clustering",150,0.0560639440021664,0.0124441878145434,"Small-world",0.9
8,"With (weak)",20,7,"Lowest","Degree",150,0.0587033588843557,0.0229270102571194,"Small-world",0.1
8,"With (weak)",20,7,"Lowest","Degree",150,0.0588991388067354,0.0129827618365895,"Small-world",0.9
8,"With (weak)",20,7,"Random","No biased agents",150,0.0567108846376908,0.0223176905414832,"Small-world",0.1
8,"With (weak)",20,7,"Random","No biased agents",150,0.0563630396547851,0.0115313840855173,"Small-world",0.9
8,"With (strong)",0,NA,"None","No biased agents",150,0.0329187361903815,0.013633201267154,"Small-world",0.1
8,"With (strong)",0,NA,"None","No biased agents",150,0.0341858137243566,0.00832695512227158,"Small-world",0.9
8,"With (strong)",20,7,"Highest","Betweenness c.",150,0.030174934929494,0.0131468951270314,"Small-world",0.1
8,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0295258446516826,0.00710068441727851,"Small-world",0.9
8,"With (strong)",20,7,"Highest","Closeness c.",150,0.0297204115480747,0.0132955653628028,"Small-world",0.1
8,"With (strong)",20,7,"Highest","Closeness c.",150,0.0300501671528211,0.00732343341046718,"Small-world",0.9
8,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0305791521693089,0.0133771242480065,"Small-world",0.1
8,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0293062095488644,0.00710451114738408,"Small-world",0.9
8,"With (strong)",20,7,"Highest","Clustering",150,0.029641043714786,0.0130633502648748,"Small-world",0.1
8,"With (strong)",20,7,"Highest","Clustering",150,0.029974390228701,0.00761538286495823,"Small-world",0.9
8,"With (strong)",20,7,"Highest","Degree",150,0.0291024126771942,0.0122595342651269,"Small-world",0.1
8,"With (strong)",20,7,"Highest","Degree",150,0.0294814758047673,0.00687411148919841,"Small-world",0.9
8,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0300626966884254,0.0126874499338725,"Small-world",0.1
8,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0312059737703881,0.00804416403521096,"Small-world",0.9
8,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0297533741769356,0.0128143920160587,"Small-world",0.1
8,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0307749227893654,0.00757938079809621,"Small-world",0.9
8,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0315846501082088,0.0134348648181014,"Small-world",0.1
8,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0305282218803721,0.00782836446983145,"Small-world",0.9
8,"With (strong)",20,7,"Lowest","Clustering",150,0.0303009029933522,0.013321401004385,"Small-world",0.1
8,"With (strong)",20,7,"Lowest","Clustering",150,0.0303057448617805,0.00700715997543368,"Small-world",0.9
8,"With (strong)",20,7,"Lowest","Degree",150,0.0306037190754844,0.0130619355717398,"Small-world",0.1
8,"With (strong)",20,7,"Lowest","Degree",150,0.0308308415030242,0.00749268714525369,"Small-world",0.9
8,"With (strong)",20,7,"Random","No biased agents",150,0.0299368137907328,0.0130851989825524,"Small-world",0.1
8,"With (strong)",20,7,"Random","No biased agents",150,0.0291965877499597,0.00738174785913775,"Small-world",0.9
9,"Without",0,NA,"None","No biased agents",150,0.100646229455733,0.0374696589320616,"Small-world",0.1
9,"Without",0,NA,"None","No biased agents",150,0.0987913259758562,0.0196527825862102,"Small-world",0.9
9,"Without",20,7,"Highest","Betweenness c.",150,0.0806647673644375,0.0320370054122698,"Small-world",0.1
9,"Without",20,7,"Highest","Betweenness c.",150,0.0760731570513304,0.015400800877542,"Small-world",0.9
9,"Without",20,7,"Highest","Closeness c.",150,0.0811400330559106,0.0327283051477175,"Small-world",0.1
9,"Without",20,7,"Highest","Closeness c.",150,0.0765373687934587,0.0168806214165233,"Small-world",0.9
9,"Without",20,7,"Highest","Eigenvector c.",150,0.0816640874429244,0.033571886096963,"Small-world",0.1
9,"Without",20,7,"Highest","Eigenvector c.",150,0.0786706272251289,0.01680339220651,"Small-world",0.9
9,"Without",20,7,"Highest","Clustering",150,0.0826069826887352,0.0310694144393387,"Small-world",0.1
9,"Without",20,7,"Highest","Clustering",150,0.0836892655929867,0.0186268208916769,"Small-world",0.9
9,"Without",20,7,"Highest","Degree",150,0.0780880348889225,0.0285538015861245,"Small-world",0.1
9,"Without",20,7,"Highest","Degree",150,0.0744679079570403,0.015827587376585,"Small-world",0.9
9,"Without",20,7,"Lowest","Betweenness c.",150,0.0829923010392721,0.0309600179748748,"Small-world",0.1
9,"Without",20,7,"Lowest","Betweenness c.",150,0.0861405517033248,0.0175559055226111,"Small-world",0.9
9,"Without",20,7,"Lowest","Closeness c.",150,0.0832921559438536,0.0332226696479571,"Small-world",0.1
9,"Without",20,7,"Lowest","Closeness c.",150,0.0877201063399533,0.0171176924571583,"Small-world",0.9
9,"Without",20,7,"Lowest","Eigenvector c.",150,0.0852318855314252,0.0340090476833164,"Small-world",0.1
9,"Without",20,7,"Lowest","Eigenvector c.",150,0.0852953990760314,0.0177110492345713,"Small-world",0.9
9,"Without",20,7,"Lowest","Clustering",150,0.0804287072771326,0.0329569149059599,"Small-world",0.1
9,"Without",20,7,"Lowest","Clustering",150,0.0815303110019326,0.0170937029917604,"Small-world",0.9
9,"Without",20,7,"Lowest","Degree",150,0.0831613457185375,0.0317259309807032,"Small-world",0.1
9,"Without",20,7,"Lowest","Degree",150,0.0895517304532894,0.0181901298607036,"Small-world",0.9
9,"Without",20,7,"Random","No biased agents",150,0.0795495627762608,0.0311482840798442,"Small-world",0.1
9,"Without",20,7,"Random","No biased agents",150,0.0843254918937279,0.0168711847568579,"Small-world",0.9
9,"With (weak)",0,NA,"None","No biased agents",150,0.0645067797184862,0.0244849381692288,"Small-world",0.1
9,"With (weak)",0,NA,"None","No biased agents",150,0.0670890004293827,0.0138964357648165,"Small-world",0.9
9,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0565319927491972,0.0231486390662822,"Small-world",0.1
9,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0531980012536723,0.011548786453087,"Small-world",0.9
9,"With (weak)",20,7,"Highest","Closeness c.",150,0.0583729832355143,0.0245835419118628,"Small-world",0.1
9,"With (weak)",20,7,"Highest","Closeness c.",150,0.0557342531094642,0.0130737313555081,"Small-world",0.9
9,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0569549773563535,0.0240400612082459,"Small-world",0.1
9,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0543988869642076,0.0127287672976528,"Small-world",0.9
9,"With (weak)",20,7,"Highest","Clustering",150,0.0583252629690437,0.0234450737900175,"Small-world",0.1
9,"With (weak)",20,7,"Highest","Clustering",150,0.0564424673959262,0.012517484353534,"Small-world",0.9
9,"With (weak)",20,7,"Highest","Degree",150,0.0559941245048092,0.0216463388374972,"Small-world",0.1
9,"With (weak)",20,7,"Highest","Degree",150,0.0549450310914979,0.0126238122343899,"Small-world",0.9
9,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0578818571223876,0.0216478356983922,"Small-world",0.1
9,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0583253687197319,0.0134636540777755,"Small-world",0.9
9,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0592456040019564,0.024328115392674,"Small-world",0.1
9,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0579666305745758,0.0131131108601217,"Small-world",0.9
9,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0582700038356118,0.0252909472757228,"Small-world",0.1
9,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.060028329745543,0.0125381746762303,"Small-world",0.9
9,"With (weak)",20,7,"Lowest","Clustering",150,0.0557005832630555,0.023009809568057,"Small-world",0.1
9,"With (weak)",20,7,"Lowest","Clustering",150,0.0555686813639434,0.0121743872218002,"Small-world",0.9
9,"With (weak)",20,7,"Lowest","Degree",150,0.059301803746255,0.0243362161302016,"Small-world",0.1
9,"With (weak)",20,7,"Lowest","Degree",150,0.0583689881578967,0.0135842373633233,"Small-world",0.9
9,"With (weak)",20,7,"Random","No biased agents",150,0.0552496534983367,0.0221319856124105,"Small-world",0.1
9,"With (weak)",20,7,"Random","No biased agents",150,0.0585095833001304,0.0132085772987545,"Small-world",0.9
9,"With (strong)",0,NA,"None","No biased agents",150,0.0335440518094803,0.014123586900634,"Small-world",0.1
9,"With (strong)",0,NA,"None","No biased agents",150,0.0330906545499851,0.00765268280219622,"Small-world",0.9
9,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0297459865455821,0.0129154543190539,"Small-world",0.1
9,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0294131749555807,0.00726868469985714,"Small-world",0.9
9,"With (strong)",20,7,"Highest","Closeness c.",150,0.030494603288285,0.0136493263087734,"Small-world",0.1
9,"With (strong)",20,7,"Highest","Closeness c.",150,0.0290895273976751,0.00759105743224136,"Small-world",0.9
9,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0300454420120012,0.013200220627014,"Small-world",0.1
9,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0294371128027834,0.00702418478044716,"Small-world",0.9
9,"With (strong)",20,7,"Highest","Clustering",150,0.0305522790061674,0.0127655326290629,"Small-world",0.1
9,"With (strong)",20,7,"Highest","Clustering",150,0.0296861295761387,0.0074042694795458,"Small-world",0.9
9,"With (strong)",20,7,"Highest","Degree",150,0.029600250846298,0.0131790422854576,"Small-world",0.1
9,"With (strong)",20,7,"Highest","Degree",150,0.028908011800466,0.00693578855601113,"Small-world",0.9
9,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0308748770114369,0.0132356968572761,"Small-world",0.1
9,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0296982714804893,0.00769739667700722,"Small-world",0.9
9,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0309369205846839,0.0128321843962763,"Small-world",0.1
9,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0304167188243442,0.00730864989136798,"Small-world",0.9
9,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.030480316798442,0.0130345941668798,"Small-world",0.1
9,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0307271030442625,0.00775920649152179,"Small-world",0.9
9,"With (strong)",20,7,"Lowest","Clustering",150,0.029949301387803,0.013262094047365,"Small-world",0.1
9,"With (strong)",20,7,"Lowest","Clustering",150,0.0293258395547991,0.00689097292129324,"Small-world",0.9
9,"With (strong)",20,7,"Lowest","Degree",150,0.0309228646170784,0.0134791261274797,"Small-world",0.1
9,"With (strong)",20,7,"Lowest","Degree",150,0.0317188266348023,0.00772689734728794,"Small-world",0.9
9,"With (strong)",20,7,"Random","No biased agents",150,0.0296501114287295,0.0131412825766768,"Small-world",0.1
9,"With (strong)",20,7,"Random","No biased agents",150,0.029814018739679,0.00739964722130407,"Small-world",0.9
