"utterance","init_lang_exp","percent_bias","utt_biased","level_bias","metric_biased","size_net","mean_cond","std_cond","network_type","rewire"
4,"With (strong)",0,NA,"None","No biased agents",150,0.701469112459833,0.023589006045961,"Random",NA
4,"With (strong)",20,7,"Highest","Betweenness c.",150,0.618425217511961,0.0213532505008865,"Random",NA
4,"With (strong)",20,7,"Highest","Closeness c.",150,0.616427962628821,0.023841768990201,"Random",NA
4,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.620535438935547,0.022321032010127,"Random",NA
4,"With (strong)",20,7,"Highest","Clustering",150,0.636880360491206,0.021158341219075,"Random",NA
4,"With (strong)",20,7,"Highest","Degree",150,0.618163809345574,0.0213330749086062,"Random",NA
4,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.648639286488526,0.0216504238191637,"Random",NA
4,"With (strong)",20,7,"Lowest","Closeness c.",150,0.647632596294408,0.0228687611279733,"Random",NA
4,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.648310277347214,0.0227734816045224,"Random",NA
4,"With (strong)",20,7,"Lowest","Clustering",150,0.640161666378809,0.0225329377303852,"Random",NA
4,"With (strong)",20,7,"Lowest","Degree",150,0.645786804714525,0.0217835061040972,"Random",NA
4,"With (strong)",20,7,"Random","No biased agents",150,0.630850591498456,0.0214535056720752,"Random",NA
5,"Without",0,NA,"None","No biased agents",150,0.101718350007425,0.0229811811628036,"Random",NA
5,"Without",20,7,"Highest","Betweenness c.",150,0.0772036141087547,0.0159248751103098,"Random",NA
5,"Without",20,7,"Highest","Closeness c.",150,0.0778988777807796,0.0184242436858536,"Random",NA
5,"Without",20,7,"Highest","Eigenvector c.",150,0.076409403383353,0.0168044888947896,"Random",NA
5,"Without",20,7,"Highest","Clustering",150,0.083519883825148,0.019151276907051,"Random",NA
5,"Without",20,7,"Highest","Degree",150,0.0793551588361831,0.0137054200016693,"Random",NA
5,"Without",20,7,"Lowest","Betweenness c.",150,0.0834638675849599,0.0174233693216821,"Random",NA
5,"Without",20,7,"Lowest","Closeness c.",150,0.0857783492453062,0.018319290450987,"Random",NA
5,"Without",20,7,"Lowest","Eigenvector c.",150,0.0886966182819749,0.0192855719449782,"Random",NA
5,"Without",20,7,"Lowest","Clustering",150,0.0839636546662018,0.0178048005193706,"Random",NA
5,"Without",20,7,"Lowest","Degree",150,0.0860215118283444,0.0194075201909878,"Random",NA
5,"Without",20,7,"Random","No biased agents",150,0.0834996069003037,0.0188050322234589,"Random",NA
5,"With (weak)",0,NA,"None","No biased agents",150,0.0653962466093087,0.0158473673704066,"Random",NA
5,"With (weak)",20,7,"Highest","Betweenness c.",150,0.055079261101158,0.0134473987494721,"Random",NA
5,"With (weak)",20,7,"Highest","Closeness c.",150,0.0552246024546945,0.0115848359467986,"Random",NA
5,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0578812093352411,0.0135474690983554,"Random",NA
5,"With (weak)",20,7,"Highest","Clustering",150,0.0560773380868867,0.014813799980613,"Random",NA
5,"With (weak)",20,7,"Highest","Degree",150,0.053703258639051,0.0138064089506966,"Random",NA
5,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.057931842269182,0.0153538564128552,"Random",NA
5,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0595899677106552,0.0135832163432836,"Random",NA
5,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.055544870106765,0.0137248465752272,"Random",NA
5,"With (weak)",20,7,"Lowest","Clustering",150,0.0580843733018732,0.0135107536833945,"Random",NA
5,"With (weak)",20,7,"Lowest","Degree",150,0.0599322077354624,0.0158467226826898,"Random",NA
5,"With (weak)",20,7,"Random","No biased agents",150,0.0570337498226363,0.0143368157939152,"Random",NA
5,"With (strong)",0,NA,"None","No biased agents",150,0.0321376234773808,0.00794226950651059,"Random",NA
5,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0289545976511879,0.007704617588952,"Random",NA
5,"With (strong)",20,7,"Highest","Closeness c.",150,0.030230552880099,0.00803129519206128,"Random",NA
5,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0287588036876667,0.0069365385244933,"Random",NA
5,"With (strong)",20,7,"Highest","Clustering",150,0.0299409556719862,0.00793527711478992,"Random",NA
5,"With (strong)",20,7,"Highest","Degree",150,0.0296506101738717,0.00711820238804256,"Random",NA
5,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0308606306280051,0.00806623528719754,"Random",NA
5,"With (strong)",20,7,"Lowest","Closeness c.",150,0.03121432483998,0.0081096087597623,"Random",NA
5,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0301010437289127,0.00795033588556918,"Random",NA
5,"With (strong)",20,7,"Lowest","Clustering",150,0.0296484717840006,0.00899148880538164,"Random",NA
5,"With (strong)",20,7,"Lowest","Degree",150,0.0330208245836249,0.00804600307024277,"Random",NA
5,"With (strong)",20,7,"Random","No biased agents",150,0.029700977840755,0.0075713863212483,"Random",NA
6,"Without",0,NA,"None","No biased agents",150,0.0986694013336423,0.0246979385931318,"Random",NA
6,"Without",20,7,"Highest","Betweenness c.",150,0.0803459304947394,0.016599297972464,"Random",NA
6,"Without",20,7,"Highest","Closeness c.",150,0.0788229664209924,0.0170926031857091,"Random",NA
6,"Without",20,7,"Highest","Eigenvector c.",150,0.0775797241681588,0.0153327880683075,"Random",NA
6,"Without",20,7,"Highest","Clustering",150,0.0820361835667079,0.0190774457471347,"Random",NA
6,"Without",20,7,"Highest","Degree",150,0.0775918213508436,0.0169654428385144,"Random",NA
6,"Without",20,7,"Lowest","Betweenness c.",150,0.0879072363673082,0.0217998971749461,"Random",NA
6,"Without",20,7,"Lowest","Closeness c.",150,0.0863809907153532,0.0209238668502246,"Random",NA
6,"Without",20,7,"Lowest","Eigenvector c.",150,0.0845413944737754,0.0187001950148967,"Random",NA
6,"Without",20,7,"Lowest","Clustering",150,0.0868405628390174,0.0193791069495703,"Random",NA
6,"Without",20,7,"Lowest","Degree",150,0.0865675412118428,0.0214243140019735,"Random",NA
6,"Without",20,7,"Random","No biased agents",150,0.0829293069613766,0.0184801092319289,"Random",NA
6,"With (weak)",0,NA,"None","No biased agents",150,0.0684068449369834,0.0151353018684759,"Random",NA
6,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0542955788867075,0.0131009350710806,"Random",NA
6,"With (weak)",20,7,"Highest","Closeness c.",150,0.0556899643365072,0.0130948320057578,"Random",NA
6,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0541430148833965,0.0115389163453889,"Random",NA
6,"With (weak)",20,7,"Highest","Clustering",150,0.0593154807387145,0.0152966722717911,"Random",NA
6,"With (weak)",20,7,"Highest","Degree",150,0.0560065181713601,0.0134907785923818,"Random",NA
6,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0567557877944796,0.0140871880264638,"Random",NA
6,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0598747685302242,0.0146433226898791,"Random",NA
6,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0589773976895226,0.0141446579121443,"Random",NA
6,"With (weak)",20,7,"Lowest","Clustering",150,0.0574100645623671,0.0135636793025519,"Random",NA
6,"With (weak)",20,7,"Lowest","Degree",150,0.0568424756166515,0.0159922899558492,"Random",NA
6,"With (weak)",20,7,"Random","No biased agents",150,0.0583055166539007,0.0139644520792757,"Random",NA
6,"With (strong)",0,NA,"None","No biased agents",150,0.0334572752863951,0.00835652602423938,"Random",NA
6,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0297901554132242,0.00721657340980464,"Random",NA
6,"With (strong)",20,7,"Highest","Closeness c.",150,0.0292582555161249,0.00685400648265363,"Random",NA
6,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0274643605841598,0.00683593836385283,"Random",NA
6,"With (strong)",20,7,"Highest","Clustering",150,0.0291786725974604,0.00792872773195638,"Random",NA
6,"With (strong)",20,7,"Highest","Degree",150,0.0278050548775371,0.00764152149378947,"Random",NA
6,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0317579522691568,0.00801391755938311,"Random",NA
6,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0308340337401632,0.00920499643880228,"Random",NA
6,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.030767836221196,0.0077071678655718,"Random",NA
6,"With (strong)",20,7,"Lowest","Clustering",150,0.0288378029266608,0.00769522976425572,"Random",NA
6,"With (strong)",20,7,"Lowest","Degree",150,0.0310319262946386,0.00882308645493996,"Random",NA
6,"With (strong)",20,7,"Random","No biased agents",150,0.030347462368876,0.00830699740923546,"Random",NA
7,"Without",0,NA,"None","No biased agents",150,0.10195419734085,0.0207633318881388,"Random",NA
7,"Without",20,7,"Highest","Betweenness c.",150,0.303435259793629,0.0252067030321361,"Random",NA
7,"Without",20,7,"Highest","Closeness c.",150,0.301155879684231,0.0331024091262139,"Random",NA
7,"Without",20,7,"Highest","Eigenvector c.",150,0.298574735258772,0.0270907981242079,"Random",NA
7,"Without",20,7,"Highest","Clustering",150,0.253084396895145,0.0275992465387161,"Random",NA
7,"Without",20,7,"Highest","Degree",150,0.299059886838555,0.028641683957044,"Random",NA
7,"Without",20,7,"Lowest","Betweenness c.",150,0.225856472566741,0.027009587692464,"Random",NA
7,"Without",20,7,"Lowest","Closeness c.",150,0.223682589289303,0.0256077071352027,"Random",NA
7,"Without",20,7,"Lowest","Eigenvector c.",150,0.221978160433802,0.0255291077270264,"Random",NA
7,"Without",20,7,"Lowest","Clustering",150,0.249157902757591,0.0333082506926183,"Random",NA
7,"Without",20,7,"Lowest","Degree",150,0.219197763229831,0.0243279149998287,"Random",NA
7,"Without",20,7,"Random","No biased agents",150,0.268359970410628,0.0254947114994571,"Random",NA
7,"With (weak)",0,NA,"None","No biased agents",150,0.0688380048073793,0.0154020359922946,"Random",NA
7,"With (weak)",20,7,"Highest","Betweenness c.",150,0.231428482790577,0.024035922693539,"Random",NA
7,"With (weak)",20,7,"Highest","Closeness c.",150,0.23526799560907,0.0222873165494628,"Random",NA
7,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.230012580410634,0.0226688920740542,"Random",NA
7,"With (weak)",20,7,"Highest","Clustering",150,0.2008019130574,0.0232066050412047,"Random",NA
7,"With (weak)",20,7,"Highest","Degree",150,0.233096869365085,0.0259796824141567,"Random",NA
7,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.17530210329132,0.0191312445674204,"Random",NA
7,"With (weak)",20,7,"Lowest","Closeness c.",150,0.172728890278661,0.0189052929924338,"Random",NA
7,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.170144399650791,0.019057378673159,"Random",NA
7,"With (weak)",20,7,"Lowest","Clustering",150,0.196154795369298,0.022415606023558,"Random",NA
7,"With (weak)",20,7,"Lowest","Degree",150,0.175341107310156,0.0189852604983446,"Random",NA
7,"With (weak)",20,7,"Random","No biased agents",150,0.20641191213929,0.0225488977280025,"Random",NA
7,"With (strong)",0,NA,"None","No biased agents",150,0.0343357791229698,0.00885904259285464,"Random",NA
7,"With (strong)",20,7,"Highest","Betweenness c.",150,0.144817194811797,0.0151433237022273,"Random",NA
7,"With (strong)",20,7,"Highest","Closeness c.",150,0.144738555667441,0.0162383529144483,"Random",NA
7,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.143297207123894,0.0153335408414367,"Random",NA
7,"With (strong)",20,7,"Highest","Clustering",150,0.120596264066564,0.0149696166829004,"Random",NA
7,"With (strong)",20,7,"Highest","Degree",150,0.143395079827736,0.0175668036550951,"Random",NA
7,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.106066276082105,0.0129680173336346,"Random",NA
7,"With (strong)",20,7,"Lowest","Closeness c.",150,0.104974863042889,0.0151011756926345,"Random",NA
7,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.105761867498422,0.0128143106323901,"Random",NA
7,"With (strong)",20,7,"Lowest","Clustering",150,0.118557192948848,0.0121075619479509,"Random",NA
7,"With (strong)",20,7,"Lowest","Degree",150,0.103817280377208,0.0145841111646913,"Random",NA
7,"With (strong)",20,7,"Random","No biased agents",150,0.127859386384158,0.0156546446018904,"Random",NA
8,"Without",0,NA,"None","No biased agents",150,0.100188261222268,0.0234021885271251,"Random",NA
8,"Without",20,7,"Highest","Betweenness c.",150,0.0775089687451984,0.0151091620414737,"Random",NA
8,"Without",20,7,"Highest","Closeness c.",150,0.0784955583335643,0.0176712134587421,"Random",NA
8,"Without",20,7,"Highest","Eigenvector c.",150,0.0772597202977166,0.0151027777382789,"Random",NA
8,"Without",20,7,"Highest","Clustering",150,0.0833565252109549,0.0190010467372346,"Random",NA
8,"Without",20,7,"Highest","Degree",150,0.0798597621000728,0.0199230647577911,"Random",NA
8,"Without",20,7,"Lowest","Betweenness c.",150,0.0879695600071587,0.0195912129525443,"Random",NA
8,"Without",20,7,"Lowest","Closeness c.",150,0.0854697150197194,0.0209487186490302,"Random",NA
8,"Without",20,7,"Lowest","Eigenvector c.",150,0.08462379869106,0.0177880619062088,"Random",NA
8,"Without",20,7,"Lowest","Clustering",150,0.0819558230931935,0.0183532424003225,"Random",NA
8,"Without",20,7,"Lowest","Degree",150,0.0854055898170576,0.0194353366018336,"Random",NA
8,"Without",20,7,"Random","No biased agents",150,0.0817811954989244,0.0209133291190312,"Random",NA
8,"With (weak)",0,NA,"None","No biased agents",150,0.068937509607578,0.0159796120168229,"Random",NA
8,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0565339159011506,0.0134419453913287,"Random",NA
8,"With (weak)",20,7,"Highest","Closeness c.",150,0.0542640655705083,0.012480003663472,"Random",NA
8,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0544733137673147,0.0125434562426586,"Random",NA
8,"With (weak)",20,7,"Highest","Clustering",150,0.0577651562361035,0.0146075015191189,"Random",NA
8,"With (weak)",20,7,"Highest","Degree",150,0.0540425471867068,0.0137765096036835,"Random",NA
8,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0573479445733025,0.0157574825473244,"Random",NA
8,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0601805058486154,0.0155079937011242,"Random",NA
8,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0599406193995279,0.0168852887564182,"Random",NA
8,"With (weak)",20,7,"Lowest","Clustering",150,0.0560372028811131,0.0141349703900947,"Random",NA
8,"With (weak)",20,7,"Lowest","Degree",150,0.0595110702344945,0.0133154787082136,"Random",NA
8,"With (weak)",20,7,"Random","No biased agents",150,0.0558728261174993,0.0129243853212855,"Random",NA
8,"With (strong)",0,NA,"None","No biased agents",150,0.0340540941911266,0.00825401580041871,"Random",NA
8,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0307719500949887,0.00827492413351056,"Random",NA
8,"With (strong)",20,7,"Highest","Closeness c.",150,0.0301202875749413,0.00786313105010752,"Random",NA
8,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0293175688918674,0.00691694480460905,"Random",NA
8,"With (strong)",20,7,"Highest","Clustering",150,0.0317206981840946,0.00875430156885526,"Random",NA
8,"With (strong)",20,7,"Highest","Degree",150,0.0288586476598536,0.00784482481083734,"Random",NA
8,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0315194750392251,0.00896206892755759,"Random",NA
8,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0321519836050641,0.00942459946640494,"Random",NA
8,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0319865550288952,0.00827626204578358,"Random",NA
8,"With (strong)",20,7,"Lowest","Clustering",150,0.0298188533819889,0.00846134472988464,"Random",NA
8,"With (strong)",20,7,"Lowest","Degree",150,0.0308028413005003,0.00878146487131334,"Random",NA
8,"With (strong)",20,7,"Random","No biased agents",150,0.0297326732454098,0.00843609497635505,"Random",NA
9,"Without",0,NA,"None","No biased agents",150,0.101588555868591,0.0223440834454709,"Random",NA
9,"Without",20,7,"Highest","Betweenness c.",150,0.078130272937799,0.0177819958344204,"Random",NA
9,"Without",20,7,"Highest","Closeness c.",150,0.0747846342526339,0.0187178212169909,"Random",NA
9,"Without",20,7,"Highest","Eigenvector c.",150,0.079682663816848,0.016891082950008,"Random",NA
9,"Without",20,7,"Highest","Clustering",150,0.0858707871870117,0.0185320975290753,"Random",NA
9,"Without",20,7,"Highest","Degree",150,0.0762771886607002,0.0186117024041826,"Random",NA
9,"Without",20,7,"Lowest","Betweenness c.",150,0.0852589390838946,0.0185667911569499,"Random",NA
9,"Without",20,7,"Lowest","Closeness c.",150,0.0856741400779899,0.0207985594552579,"Random",NA
9,"Without",20,7,"Lowest","Eigenvector c.",150,0.0872825599051468,0.0172861225327261,"Random",NA
9,"Without",20,7,"Lowest","Clustering",150,0.0832314509429298,0.0189301941928285,"Random",NA
9,"Without",20,7,"Lowest","Degree",150,0.0887054715181138,0.0177047581203566,"Random",NA
9,"Without",20,7,"Random","No biased agents",150,0.0795552668176471,0.0178148440899702,"Random",NA
9,"With (weak)",0,NA,"None","No biased agents",150,0.0671169258199013,0.0161204958072422,"Random",NA
9,"With (weak)",20,7,"Highest","Betweenness c.",150,0.054795437812923,0.0119398568184872,"Random",NA
9,"With (weak)",20,7,"Highest","Closeness c.",150,0.0536461766726094,0.0124716538055775,"Random",NA
9,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0564100928330803,0.0115979466607864,"Random",NA
9,"With (weak)",20,7,"Highest","Clustering",150,0.0575183701468192,0.0123692965693651,"Random",NA
9,"With (weak)",20,7,"Highest","Degree",150,0.0548566821099943,0.0133723821554386,"Random",NA
9,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0626279022434713,0.0147346882204223,"Random",NA
9,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0584169096467102,0.0139087967986156,"Random",NA
9,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0602214099815538,0.015582872785169,"Random",NA
9,"With (weak)",20,7,"Lowest","Clustering",150,0.0550920127432338,0.0153181914513751,"Random",NA
9,"With (weak)",20,7,"Lowest","Degree",150,0.0590865290999783,0.014175137525494,"Random",NA
9,"With (weak)",20,7,"Random","No biased agents",150,0.0586493724238333,0.0166104748133597,"Random",NA
9,"With (strong)",0,NA,"None","No biased agents",150,0.0317085210784233,0.00864036094921921,"Random",NA
9,"With (strong)",20,7,"Highest","Betweenness c.",150,0.028822409870583,0.00666909792206171,"Random",NA
9,"With (strong)",20,7,"Highest","Closeness c.",150,0.030073164513239,0.00834835916681744,"Random",NA
9,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0301899828910524,0.00857526435909447,"Random",NA
9,"With (strong)",20,7,"Highest","Clustering",150,0.0300152350249216,0.00780638146639698,"Random",NA
9,"With (strong)",20,7,"Highest","Degree",150,0.0303436281787671,0.00779061832776527,"Random",NA
9,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0301045775920789,0.00954320459713447,"Random",NA
9,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0306664733488126,0.00897157695884107,"Random",NA
9,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0292959818704365,0.00824992438596404,"Random",NA
9,"With (strong)",20,7,"Lowest","Clustering",150,0.030627012116088,0.00784094848724259,"Random",NA
9,"With (strong)",20,7,"Lowest","Degree",150,0.0315936686505398,0.00798588514523858,"Random",NA
9,"With (strong)",20,7,"Random","No biased agents",150,0.0325363471466942,0.00903120255956422,"Random",NA
1,"Without",0,NA,"None","No biased agents",150,0.100907696257126,0.0351583449323212,"Small-world",0.1
1,"Without",0,NA,"None","No biased agents",150,0.100384898212465,0.0200958442815995,"Small-world",0.9
1,"Without",20,7,"Highest","Betweenness c.",150,0.0820680464385612,0.0319101420366323,"Small-world",0.1
1,"Without",20,7,"Highest","Betweenness c.",150,0.0753967107721199,0.0148986994015164,"Small-world",0.9
1,"Without",20,7,"Highest","Closeness c.",150,0.0827509776889843,0.0342577823297835,"Small-world",0.1
1,"Without",20,7,"Highest","Closeness c.",150,0.0795299383636568,0.0180674867304557,"Small-world",0.9
1,"Without",20,7,"Highest","Eigenvector c.",150,0.0849143044181319,0.0353964368310365,"Small-world",0.1
1,"Without",20,7,"Highest","Eigenvector c.",150,0.0783065537933672,0.0168306764989602,"Small-world",0.9
1,"Without",20,7,"Highest","Clustering",150,0.0832003788461565,0.0309024976084425,"Small-world",0.1
1,"Without",20,7,"Highest","Clustering",150,0.0803523199486557,0.0158414581722456,"Small-world",0.9
1,"Without",20,7,"Highest","Degree",150,0.079000133258666,0.0304912187528546,"Small-world",0.1
1,"Without",20,7,"Highest","Degree",150,0.0759467746729172,0.0153636250960862,"Small-world",0.9
1,"Without",20,7,"Lowest","Betweenness c.",150,0.0848160507059677,0.0318466026902918,"Small-world",0.1
1,"Without",20,7,"Lowest","Betweenness c.",150,0.0842679288682504,0.0168926005688585,"Small-world",0.9
1,"Without",20,7,"Lowest","Closeness c.",150,0.0848025761955563,0.0347072502478679,"Small-world",0.1
1,"Without",20,7,"Lowest","Closeness c.",150,0.0858426437421369,0.0190595562464198,"Small-world",0.9
1,"Without",20,7,"Lowest","Eigenvector c.",150,0.0842423791476665,0.033519142461969,"Small-world",0.1
1,"Without",20,7,"Lowest","Eigenvector c.",150,0.0860458829614522,0.0166677461669631,"Small-world",0.9
1,"Without",20,7,"Lowest","Clustering",150,0.0817318166265844,0.0332544777164066,"Small-world",0.1
1,"Without",20,7,"Lowest","Clustering",150,0.0819605878995261,0.0164428116348427,"Small-world",0.9
1,"Without",20,7,"Lowest","Degree",150,0.0810405332696819,0.0300877737843586,"Small-world",0.1
1,"Without",20,7,"Lowest","Degree",150,0.0848150731008271,0.017810521208341,"Small-world",0.9
1,"Without",20,7,"Random","No biased agents",150,0.0822830437335586,0.0312978680518446,"Small-world",0.1
1,"Without",20,7,"Random","No biased agents",150,0.0809441839212316,0.0162989954837724,"Small-world",0.9
1,"With (weak)",0,NA,"None","No biased agents",150,0.0666128671853109,0.0244741452446565,"Small-world",0.1
1,"With (weak)",0,NA,"None","No biased agents",150,0.0665926938916565,0.0136014250123946,"Small-world",0.9
1,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0564061789764399,0.023186014799916,"Small-world",0.1
1,"With (weak)",20,7,"Highest","Betweenness c.",150,0.0544942655425606,0.0116474040761411,"Small-world",0.9
1,"With (weak)",20,7,"Highest","Closeness c.",150,0.0574472620800416,0.0240658172150884,"Small-world",0.1
1,"With (weak)",20,7,"Highest","Closeness c.",150,0.0564062713346883,0.0131524021274113,"Small-world",0.9
1,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0570712499870326,0.0244979527538069,"Small-world",0.1
1,"With (weak)",20,7,"Highest","Eigenvector c.",150,0.0549338616076386,0.0118817940413091,"Small-world",0.9
1,"With (weak)",20,7,"Highest","Clustering",150,0.0585231640878231,0.0219756531189546,"Small-world",0.1
1,"With (weak)",20,7,"Highest","Clustering",150,0.0564193209163747,0.0120801044434586,"Small-world",0.9
1,"With (weak)",20,7,"Highest","Degree",150,0.0570718504749924,0.023698617230639,"Small-world",0.1
1,"With (weak)",20,7,"Highest","Degree",150,0.0542584021169682,0.0127441181416407,"Small-world",0.9
1,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0563824459508125,0.0221574368133939,"Small-world",0.1
1,"With (weak)",20,7,"Lowest","Betweenness c.",150,0.0600905788587363,0.0135359471057604,"Small-world",0.9
1,"With (weak)",20,7,"Lowest","Closeness c.",150,0.0573323034131564,0.0226093090502804,"Small-world",0.1
1,"With (weak)",20,7,"Lowest","Closeness c.",150,0.059491662863234,0.0130282438915994,"Small-world",0.9
1,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0589861025749785,0.024648935719972,"Small-world",0.1
1,"With (weak)",20,7,"Lowest","Eigenvector c.",150,0.0589881179263015,0.0134870392497733,"Small-world",0.9
1,"With (weak)",20,7,"Lowest","Clustering",150,0.0559956387106596,0.0231718640283322,"Small-world",0.1
1,"With (weak)",20,7,"Lowest","Clustering",150,0.058974875980639,0.0123656509131758,"Small-world",0.9
1,"With (weak)",20,7,"Lowest","Degree",150,0.0581562716045528,0.0215165315051834,"Small-world",0.1
1,"With (weak)",20,7,"Lowest","Degree",150,0.058309109119827,0.0128323266226325,"Small-world",0.9
1,"With (weak)",20,7,"Random","No biased agents",150,0.0578265288981366,0.0227110695729603,"Small-world",0.1
1,"With (weak)",20,7,"Random","No biased agents",150,0.0573009586426075,0.0124257660353644,"Small-world",0.9
1,"With (strong)",0,NA,"None","No biased agents",150,0.032719504701224,0.013926630671432,"Small-world",0.1
1,"With (strong)",0,NA,"None","No biased agents",150,0.0328105025408563,0.00807526489556852,"Small-world",0.9
1,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0298415232869573,0.0129222951052498,"Small-world",0.1
1,"With (strong)",20,7,"Highest","Betweenness c.",150,0.0296261817251619,0.00756183831790181,"Small-world",0.9
1,"With (strong)",20,7,"Highest","Closeness c.",150,0.0305481471702658,0.0135868496093371,"Small-world",0.1
1,"With (strong)",20,7,"Highest","Closeness c.",150,0.030336596641358,0.00776769291557394,"Small-world",0.9
1,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0297656085500823,0.0130755000810453,"Small-world",0.1
1,"With (strong)",20,7,"Highest","Eigenvector c.",150,0.0297869363424403,0.00744295447048558,"Small-world",0.9
1,"With (strong)",20,7,"Highest","Clustering",150,0.030493336174075,0.0128542665622082,"Small-world",0.1
1,"With (strong)",20,7,"Highest","Clustering",150,0.0302700951410696,0.00739364575816676,"Small-world",0.9
1,"With (strong)",20,7,"Highest","Degree",150,0.0299917630847295,0.0130016591495083,"Small-world",0.1
1,"With (strong)",20,7,"Highest","Degree",150,0.0291279779138218,0.00741239126685955,"Small-world",0.9
1,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0298341403609394,0.0128178442766986,"Small-world",0.1
1,"With (strong)",20,7,"Lowest","Betweenness c.",150,0.0307689540895166,0.00808373664671172,"Small-world",0.9
1,"With (strong)",20,7,"Lowest","Closeness c.",150,0.0305317940991098,0.0128870817739605,"Small-world",0.1
1,"With (strong)",20,7,"Lowest","Closeness c.",150,0.02988193942614,0.00746064759904635,"Small-world",0.9
1,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0302664459604975,0.0133021776469088,"Small-world",0.1
1,"With (strong)",20,7,"Lowest","Eigenvector c.",150,0.0301833233152912,0.00718766480532699,"Small-world",0.9
1,"With (strong)",20,7,"Lowest","Clustering",150,0.0297938365291014,0.0125461756521438,"Small-world",0.1
1,"With (strong)",20,7,"Lowest","Clustering",150,0.0299813400333933,0.00730055707552101,"Small-world",0.9
1,"With (strong)",20,7,"Lowest","Degree",150,0.0310711320281401,0.0131636673143765,"Small-world",0.1
1,"With (strong)",20,7,"Lowest","Degree",150,0.0312392735511029,0.0074148793243415,"Small-world",0.9
1,"With (strong)",20,7,"Random","No biased agents",150,0.0295471449124876,0.0127969922592352,"Small-world",0.1
1,"With (strong)",20,7,"Random","No biased agents",150,0.030006619568005,0.0076507511686281,"Small-world",0.9
10,"Without",0,NA,"None","No biased agents",150,0.104011409272992,0.0360812861372728,"Small-world",0.1
10,"Without",0,NA,"None","No biased agents",150,0.101509442040339,0.0205235875145058,"Small-world",0.9
10,"Without",20,7,"Highest","Betweenness c.",150,0.0797318654284668,0.0314169274511552,"Small-world",0.1
10,"Without",20,7,"Highest","Betweenness c.",150,0.0764017697794493,0.0160993340057468,"Small-world",0.9
10,"Without",20,7,"Highest","Closeness c.",150,0.0827776065586215,0.035187269697069,"Small-world",0.1
10,"Without",20,7,"Highest","Closeness c.",150,0.0764202879941872,0.0171782343702042,"Small-world",0.9
10,"Without",20,7,"Highest","Eigenvector c.",150,0.0837392995319396,0.0341243190682442,"Small-world",0.1
10,"Without",20,7,"Highest","Eigenvector c.",150,0.0768890639738489,0.0165561123758908,"Small-world",0.9
